suite_id,suite_family,dataset_id,dataset_seed,split_seed,prior_regime,method,logical_dataset_key,n_total,n_train,n_holdout,p_signal,p_noise,p_total,feature_noise_level,target_noise_scale,training_size_anchor,raw_features,signal_features,noise_features,processed_features,selected_features,feature_selector,feature_cap,d_phi,d_rho,pool,context_windows,context_window_size,test_chunk_size,mc_k,mse_betaX,rmse_betaX,mae_betaX,r2_betaX,mse_y_observed,rmse_y_observed,mae_y_observed,r2_y_observed,fit_time_s,predict_time_s,total_time_s,status,skip_reason,error_type,error_message,rank_mse_betaX,rank_rmse_betaX,rank_mae_betaX,rank_r2_betaX,rank_overall,ratio_mse_to_fixed_ridge,ratio_rmse_to_fixed_ridge,ratio_mse_to_autogluon,ratio_rmse_to_autogluon,ratio_mse_to_best_tree,ratio_rmse_to_best_tree,beats_fixed_ridge,beats_autogluon,beats_best_tree,is_best_mse,is_top3_mse,noise_feature_bucket,training_size_bucket,p_total_quartile,n_train_quartile
linear_all_v1,ood_primary,40,1310174909,1,F,AutoGluon,linear_all_v1:F:0040,194,155,39,12,0,12,0,1.0,False,12,,,12,,,,,,,,,,,0.1417579169837239,0.3765075257995833,0.3158495106736143,0.9117216911649464,1.5496353736620117,1.244843513724521,1.0336393390704417,0.4255263067358398,299.91853938299937,0.2056650890008313,300.1242044720002,ok,,,,3.0,3.0,5.0,3.0,3.0,2.2557112270195043,1.5019025357923537,1.0,1.0,0.9446864438787814,0.9719498155145571,False,False,True,False,True,0,small(100-500),Q3,Q2
linear_all_v1,ood_primary,40,1310174909,2,F,AutoGluon,linear_all_v1:F:0040,194,155,39,12,0,12,0,1.0,False,12,,,12,,,,,,,,,,,0.1560294404417821,0.3950056207723911,0.3121934959923281,0.9084258102754388,0.7678180939045877,0.876252300370497,0.6333321987845358,0.6691764562554081,298.42374976300016,0.2171390109997446,298.6408887739999,ok,,,,4.0,4.0,4.0,4.0,4.0,2.551904520159889,1.5974681593571387,1.0,1.0,1.1829432552521224,1.0876319484329806,False,False,False,False,False,0,small(100-500),Q3,Q2
linear_all_v1,ood_primary,20,1846771161,0,G,AutoGluon,linear_all_v1:G:0020,206,165,41,12,0,12,0,1.0,False,12,,,12,,,,,,,,,,,13.07947183672626,3.616555244528453,2.891945365583611,-4.341374626345531,34.805929366125696,5.899655020941961,4.063858959823256,-0.3503278862842445,298.23279063500013,0.2089648370001668,298.4417554720003,ok,,,,4.0,4.0,5.0,4.0,4.0,0.18077417270282128,0.42517546107791926,1.0,1.0,3.775021834727929,1.94294154176803,True,False,False,False,False,0,small(100-500),Q3,Q3
linear_all_v1,ood_primary,20,1846771161,1,G,AutoGluon,linear_all_v1:G:0020,206,165,41,12,0,12,0,1.0,False,12,,,12,,,,,,,,,,,15.654524353998424,3.956579880907048,2.6799075350713184,-3.3173923515112094,62.84852666185438,7.9277062673798895,4.263465414599657,-0.2545419112969855,299.61383545699937,0.1797325000006822,299.79356795700005,ok,,,,3.0,3.0,3.0,3.0,3.0,0.21588627553938872,0.4646356373970778,1.0,1.0,2.479361812744806,1.5745989371090046,True,False,False,False,True,0,small(100-500),Q3,Q3
linear_all_v1,ood_primary,20,1846771161,2,G,AutoGluon,linear_all_v1:G:0020,206,165,41,12,0,12,0,1.0,False,12,,,12,,,,,,,,,,,6.89860323731599,2.6265192246233395,1.89793403288631,-1.2127661835788777,59.04624549662132,7.684155483631322,4.042442468224452,-0.094260540548116,298.320148199,0.1826546779993805,298.50280287699934,ok,,,,3.0,3.0,2.0,3.0,3.0,0.09598793119832442,0.3098191911394845,1.0,1.0,1.244586482985498,1.115610363426899,True,False,False,False,True,0,small(100-500),Q3,Q3
linear_all_v1,ood_primary,0,986485015,0,H,AutoGluon,linear_all_v1:H:0000,211,169,42,8,0,8,0,1.0,False,8,,,8,,,,,,,,,,,0.0703185222978926,0.2651763984556178,0.2171557202526673,0.9237526309458666,1.4124776398407657,1.1884770253735517,1.003046001190966,0.4614429589415801,226.2875270740005,0.0417218410002533,226.3292489150008,ok,,,,3.0,3.0,3.0,3.0,3.0,4.891699753444483,2.2117187328963106,1.0,1.0,0.18854440437552542,0.4342170014814314,False,False,True,False,True,0,small(100-500),Q1,Q4
linear_all_v1,ood_primary,0,986485015,1,H,AutoGluon,linear_all_v1:H:0000,211,169,42,8,0,8,0,1.0,False,8,,,8,,,,,,,,,,,0.1159505323275763,0.3405150985309996,0.2481103946086928,0.8942187248651637,1.2313378652770988,1.1096566429653358,0.9410029040478408,0.3819744544768627,242.38573105499927,0.0476079260006372,242.4333389809999,ok,,,,3.0,3.0,3.0,3.0,3.0,2.009462740406257,1.4175551983631034,1.0,1.0,0.29578933575361593,0.543865181597072,False,False,True,False,True,0,small(100-500),Q1,Q4
linear_all_v1,ood_primary,0,986485015,2,H,AutoGluon,linear_all_v1:H:0000,211,169,42,8,0,8,0,1.0,False,8,,,8,,,,,,,,,,,0.1676481420451808,0.4094485829077698,0.3175011401332989,0.8598250630944528,1.2796715925959468,1.131225703648899,0.9605596897018356,0.2638012491120359,220.9977646139996,0.0850318949997017,221.0827965089993,ok,,,,3.0,3.0,3.0,3.0,3.0,4.946232393926315,2.224012678454488,1.0,1.0,0.36067453437589925,0.6005618489180772,False,False,True,False,True,0,small(100-500),Q1,Q4
linear_all_v1,ood_primary,30,1103961925,0,H,AutoGluon,linear_all_v1:H:0030,203,162,41,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.7468920696201852,0.8642291765615098,0.7038098213968371,0.9414384345239004,2.0367935284296736,1.4271627547093828,1.1229416445129663,0.8530316215001288,298.9616545879999,0.3938418959987757,299.35549648399865,ok,,,,3.0,3.0,3.0,3.0,3.0,6.978286334404534,2.6416446268195366,1.0,1.0,0.5050615048904276,0.7106767935499424,False,False,True,False,True,0,small(100-500),Q2,Q3
linear_all_v1,ood_primary,30,1103961925,1,H,AutoGluon,linear_all_v1:H:0030,203,162,41,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.5744705364442684,0.7579383460706209,0.5582564046912474,0.969258828402382,1.6876933235242657,1.299112513804815,1.051879777880158,0.9233479874369755,298.8521974230025,0.4364137400007166,299.2886111630032,ok,,,,4.0,4.0,4.0,4.0,4.0,5.748753451881621,2.3976558243170802,1.0,1.0,0.3298949612847842,0.5743648329109158,False,False,True,False,False,0,small(100-500),Q2,Q3
linear_all_v1,ood_primary,30,1103961925,2,H,AutoGluon,linear_all_v1:H:0030,203,162,41,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,1.1037884921366057,1.0506133885195856,0.6459336643919312,0.937101613361194,2.1755505165316,1.4749747511505409,1.04537364740733,0.8961637054258615,299.2381402070023,0.5542231390027155,299.792363346005,ok,,,,4.0,4.0,4.0,4.0,4.0,12.785041194933777,3.5756175962949075,1.0,1.0,0.48382114210836574,0.6955725282875724,False,False,True,False,False,0,small(100-500),Q2,Q3
linear_all_v1,primary,10,1568490720,0,A,AutoGluon,linear_all_v1:A:0010,197,158,39,13,0,13,0,1.0,False,13,,,13,,,,,,,,,,,0.3166679193009397,0.5627325468647959,0.4202378155048136,0.9747463419343964,1.3032559177515142,1.141602346595133,0.96592321003907,0.9211454633289676,300.3279942139998,0.7109358089983289,301.0389300229981,ok,,,,3.0,3.0,3.0,3.0,3.0,3.5037011380936214,1.8718176027844227,1.0,1.0,0.19745981138221033,0.44436450283771584,False,False,True,False,True,0,small(100-500),Q4,Q2
linear_all_v1,primary,10,1568490720,1,A,AutoGluon,linear_all_v1:A:0010,197,158,39,13,0,13,0,1.0,False,13,,,13,,,,,,,,,,,0.3202986174820292,0.5659493064595355,0.4545613150942438,0.9752282132779428,1.633300146833525,1.2780063172119005,1.0348651867144776,0.8801070432300258,300.18444905900105,0.8730032380008197,301.0574522970019,ok,,,,3.0,3.0,3.0,3.0,3.0,4.400036285190447,2.09762634546538,1.0,1.0,0.1811884847991866,0.4256624070777059,False,False,True,False,True,0,small(100-500),Q4,Q2
linear_all_v1,primary,10,1568490720,2,A,AutoGluon,linear_all_v1:A:0010,197,158,39,13,0,13,0,1.0,False,13,,,13,,,,,,,,,,,0.3465561848480592,0.5886902282593616,0.4823339406882223,0.9788365064341056,1.1920225959851116,1.091797873227967,0.935037930324456,0.9370414449570202,273.59023202000026,0.061638415998459,273.6518704359987,ok,,,,3.0,3.0,3.0,3.0,3.0,5.264279763152038,2.2944018312301004,1.0,1.0,0.12307830533123987,0.35082517773278454,False,False,True,False,True,0,small(100-500),Q4,Q2
linear_all_v1,primary,40,135657289,0,A,AutoGluon,linear_all_v1:A:0040,203,163,40,13,0,13,0,1.0,False,13,,,13,,,,,,,,,,,0.4387270423335812,0.6623647351222597,0.5368321616683585,0.9090228258374836,1.2222572812350716,1.1055574527065843,0.9236608143326344,0.7997176299929089,252.57532830400305,0.0396870830008992,252.61501538700395,ok,,,,3.0,3.0,3.0,3.0,3.0,1.9394976798601993,1.3926584936229696,1.0,1.0,0.3217851236890587,0.5672610718964053,False,False,True,False,True,0,small(100-500),Q4,Q3
linear_all_v1,primary,40,135657289,1,A,AutoGluon,linear_all_v1:A:0040,203,163,40,13,0,13,0,1.0,False,13,,,13,,,,,,,,,,,0.2427044873378935,0.4926504717727301,0.4062372694208667,0.924440084980492,0.9617828687965482,0.9807052915104252,0.7816002424730769,0.707724850366116,298.273880140001,0.1740551609982503,298.44793530099923,ok,,,,3.0,3.0,3.0,3.0,3.0,1.2368162645846557,1.1121224143882074,1.0,1.0,0.2787494788723849,0.5279673085261859,False,False,True,False,True,0,small(100-500),Q4,Q3
linear_all_v1,primary,40,135657289,2,A,AutoGluon,linear_all_v1:A:0040,203,163,40,13,0,13,0,1.0,False,13,,,13,,,,,,,,,,,0.2365505636382935,0.4863646406126719,0.3996630148146552,0.9323957125052263,1.1805300666948633,1.0865220046988755,0.8482073704877722,0.7476535572594928,298.4503469029987,0.1005578770018473,298.55090478000056,ok,,,,3.0,3.0,3.0,3.0,3.0,1.1078718796312652,1.0525549295078451,1.0,1.0,0.35804364239090253,0.5983674810606794,False,False,True,False,True,0,small(100-500),Q4,Q3
linear_all_v1,primary,70,1889874017,0,B,AutoGluon,linear_all_v1:B:0070,210,168,42,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.2088716710632048,0.457024803553598,0.3616376199160609,0.9597205000967924,1.335066052109817,1.1554505840189866,0.9293503961635212,0.7637358842527326,299.1902754629991,0.2305326879977656,299.4208081509969,ok,,,,4.0,4.0,4.0,4.0,4.0,3.253447026570694,1.8037314175260935,1.0,1.0,1.5391192758756191,1.2406124599872512,False,False,False,False,False,0,small(100-500),Q2,Q4
linear_all_v1,primary,70,1889874017,1,B,AutoGluon,linear_all_v1:B:0070,210,168,42,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.199652754361035,0.4468251944116793,0.3224937216280824,0.9718956655278104,0.9567577847264388,0.9781399617265611,0.8087778850454403,0.8742079588370977,299.6956375780028,0.1079786039990722,299.80361618200186,ok,,,,3.0,3.0,3.0,3.0,3.0,1.8453714938653691,1.358444512619256,1.0,1.0,0.8475374981748979,0.920617997963812,False,False,True,False,True,0,small(100-500),Q2,Q4
linear_all_v1,primary,70,1889874017,2,B,AutoGluon,linear_all_v1:B:0070,210,168,42,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.2079357067524363,0.4559996784565054,0.3609681208721625,0.9760928927549508,1.3928146479691452,1.180175685213496,0.9313840307483116,0.83021369551512,299.5138089430002,0.1027707900029781,299.6165797330032,ok,,,,4.0,4.0,4.0,4.0,4.0,4.995816309336143,2.2351322800532722,1.0,1.0,1.1541405021758386,1.0743093140133517,False,False,False,False,False,0,small(100-500),Q2,Q4
linear_all_v1,primary,100,1220247305,0,C,AutoGluon,linear_all_v1:C:0100,196,157,39,4,0,4,0,1.0,False,4,,,4,,,,,,,,,,,0.3489259875393408,0.5906995746903335,0.4102793082837044,0.779869646367079,1.157018864357428,1.0756481136307672,0.8303146544311263,0.5425389905578044,299.43346510099946,0.2245450459995481,299.658010146999,ok,,,,3.0,3.0,3.0,3.0,3.0,15.168071829470668,3.8946208839206196,1.0,1.0,0.5375388173967766,0.733170387697687,False,False,True,False,True,0,small(100-500),Q1,Q2
linear_all_v1,primary,100,1220247305,1,C,AutoGluon,linear_all_v1:C:0100,196,157,39,4,0,4,0,1.0,False,4,,,4,,,,,,,,,,,0.4608101671323488,0.6788299986980163,0.5258706550277567,0.7957030363125256,3.4342197138843424,1.853164783251706,1.362167157905875,0.3832960235617841,300.35493210700224,0.2468829589997767,300.601815066002,ok,,,,3.0,3.0,4.0,3.0,3.0,39.72284316107554,6.302606061073107,1.0,1.0,0.5131833451661282,0.7163681631438741,False,False,True,False,True,0,small(100-500),Q1,Q2
linear_all_v1,primary,100,1220247305,2,C,AutoGluon,linear_all_v1:C:0100,196,157,39,4,0,4,0,1.0,False,4,,,4,,,,,,,,,,,0.0532912642920251,0.230849007561274,0.1894845220574887,0.9603517244578887,2.666676354578086,1.6329961281577143,1.2153965177161057,-0.0677366569929069,224.23916298699987,0.0649323409998032,224.30409532799968,ok,,,,3.0,3.0,3.0,3.0,3.0,1.408603511872872,1.186846035453997,1.0,1.0,0.19894547829154124,0.44603304618777,False,False,True,False,True,0,small(100-500),Q1,Q2
linear_all_v1,primary,130,165065626,0,C,AutoGluon,linear_all_v1:C:0130,213,171,42,9,0,9,0,1.0,False,9,,,9,,,,,,,,,,,0.4179455419374788,0.6464870779354208,0.4585261874538094,0.721083754597833,2.361896807220587,1.5368463837419104,1.073422764812135,0.3399892839018497,299.08101213899863,0.1676607570007036,299.24867289599933,ok,,,,3.0,3.0,3.0,3.0,3.0,1.826527967112787,1.3514910162900777,1.0,1.0,0.48961083932356364,0.6997219728746296,False,False,True,False,True,0,small(100-500),Q2,Q4
linear_all_v1,primary,130,165065626,1,C,AutoGluon,linear_all_v1:C:0130,213,171,42,9,0,9,0,1.0,False,9,,,9,,,,,,,,,,,0.1832652797856845,0.4280949424901963,0.3338188463142017,0.9165310787397342,4.592374778329421,2.142982682694711,1.2949770849829614,0.2267347879975713,221.0860856030013,0.1009239550003258,221.1870095580016,ok,,,,1.0,1.0,1.0,1.0,1.0,0.9649543306226673,0.9823208898433684,1.0,1.0,0.25041892867993465,0.5004187533255869,True,False,True,True,True,0,small(100-500),Q2,Q4
linear_all_v1,primary,130,165065626,2,C,AutoGluon,linear_all_v1:C:0130,213,171,42,9,0,9,0,1.0,False,9,,,9,,,,,,,,,,,0.8534004901280143,0.9237967796696492,0.7579398586498286,0.6866685224655324,7.316246480097583,2.704856092308347,1.9414626021439008,0.1556963600190325,235.36256633700032,0.1145149559997662,235.47708129300008,ok,,,,4.0,4.0,6.0,4.0,4.0,3.375305826491888,1.837200540630197,1.0,1.0,1.1960887916156768,1.0936584437637178,False,False,False,False,False,0,small(100-500),Q2,Q4
linear_all_v1,primary,160,1108685322,0,D,AutoGluon,linear_all_v1:D:0160,212,170,42,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.6254230023962395,0.7908368999966046,0.55724029088797,0.970075258024196,1.3211011242046642,1.149391632214479,0.8960929183822008,0.9406375051228112,300.3896309970005,0.4851000249982462,300.87473102199874,ok,,,,4.0,4.0,3.0,4.0,4.0,4.15067459930158,2.0373204459047627,1.0,1.0,0.3455661801612444,0.5878487732072292,False,False,True,False,False,0,small(100-500),Q2,Q4
linear_all_v1,primary,160,1108685322,1,D,AutoGluon,linear_all_v1:D:0160,212,170,42,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.7231659256895303,0.8503916307734515,0.6033066826547306,0.9591525822096214,1.9739118328362044,1.4049597264107625,1.1240103675877944,0.8905554637030239,288.1530321319988,0.0394781229988439,288.1925102549976,ok,,,,3.0,3.0,3.0,3.0,3.0,2.826205980180548,1.6811323505841373,1.0,1.0,0.30317849061341456,0.5506164641684941,False,False,True,False,True,0,small(100-500),Q2,Q4
linear_all_v1,primary,160,1108685322,2,D,AutoGluon,linear_all_v1:D:0160,212,170,42,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.251289198584653,0.5012875408232814,0.3860983725668646,0.9841577756427922,0.8133064041134109,0.9018350204518624,0.7145136442298702,0.9511249270003264,298.20034587699774,0.3053992749992176,298.50574515199696,ok,,,,3.0,3.0,3.0,3.0,3.0,2.8654636512359146,1.6927680441324249,1.0,1.0,0.2070195384935727,0.4549939983050027,False,False,True,False,True,0,small(100-500),Q2,Q4
linear_all_v1,primary,190,1013289085,0,D,AutoGluon,linear_all_v1:D:0190,194,156,38,9,0,9,0,1.0,False,9,,,9,,,,,,,,,,,0.562835071326247,0.750223347628056,0.4236410582241002,0.9684967295798668,1.3687684328198817,1.1699437733583105,0.9378881693739336,0.9261548208774,299.6912320130032,0.2518378610002401,299.9430698740034,ok,,,,3.0,3.0,3.0,3.0,3.0,7.534627590509892,2.744927611160246,1.0,1.0,0.24469341054685087,0.4946649477644953,False,False,True,False,True,0,small(100-500),Q2,Q2
linear_all_v1,primary,190,1013289085,1,D,AutoGluon,linear_all_v1:D:0190,194,156,38,9,0,9,0,1.0,False,9,,,9,,,,,,,,,,,0.3494953278303964,0.5911812986135442,0.4375690072859451,0.9706884892334728,1.334028322306129,1.155001438226866,0.9531962728805894,0.893627213816978,298.37706776100094,0.3751557180003146,298.75222347900126,ok,,,,3.0,3.0,3.0,3.0,3.0,5.609001704664945,2.36833310677889,1.0,1.0,0.19823106437200225,0.4452314728003876,False,False,True,False,True,0,small(100-500),Q2,Q2
linear_all_v1,primary,190,1013289085,2,D,AutoGluon,linear_all_v1:D:0190,194,156,38,9,0,9,0,1.0,False,9,,,9,,,,,,,,,,,2.075698870790891,1.4407285902594185,0.8026586407777296,0.8977763181248539,3.1440857335472576,1.7731569963055325,1.3363157871370988,0.8554016774093293,299.4468475430004,0.695960250999633,300.142807794,ok,,,,4.0,4.0,4.0,4.0,4.0,17.169528493043355,4.143612975778908,1.0,1.0,0.4751746427268564,0.689329125111406,False,False,True,False,False,0,small(100-500),Q2,Q2
linear_all_v1,ood_primary,10,1300519127,0,E,AutoGluon,linear_all_v1:E:0010,185,148,37,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.3797546910940804,0.6162423963783086,0.3884624348162156,0.9358222823854718,1.0018563430578786,1.0009277411770934,0.7352160766141665,0.8425888225099745,299.72908331800136,0.5054999099993438,300.2345832280007,ok,,,,3.0,3.0,3.0,3.0,3.0,6.9353950198133205,2.633513816142476,1.0,1.0,0.216400562947572,0.46518873905928976,False,False,True,False,True,0,small(100-500),Q2,Q1
linear_all_v1,ood_primary,10,1300519127,1,E,AutoGluon,linear_all_v1:E:0010,185,148,37,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.5543380609125083,0.7445388243150979,0.5104269972517177,0.8702455250448784,1.9826947976232367,1.4080819569979712,1.034932245183217,0.6145668710156607,300.3220215549991,0.6498678309999377,300.971889385999,ok,,,,3.0,3.0,3.0,3.0,3.0,5.68132886290005,2.383553830501851,1.0,1.0,0.6452422002346812,0.8032696933375996,False,False,True,False,True,0,small(100-500),Q2,Q1
linear_all_v1,ood_primary,10,1300519127,2,E,AutoGluon,linear_all_v1:E:0010,185,148,37,10,0,10,0,1.0,False,10,,,10,,,,,,,,,,,0.1567580464979877,0.3959268196245207,0.3099759661802883,0.979548153503633,0.7095784205329784,0.842364778782315,0.6448398324164021,0.9164584706201466,300.3764060609992,0.0609791039987612,300.437385164998,ok,,,,3.0,3.0,3.0,3.0,3.0,1.656845522972922,1.2871851160469971,1.0,1.0,0.07264158820810468,0.2695210348156609,False,False,True,False,True,0,small(100-500),Q2,Q1
linear_all_v1,ood_primary,40,435127346,0,E,AutoGluon,linear_all_v1:E:0040,187,150,37,4,0,4,0,1.0,False,4,,,4,,,,,,,,,,,0.1003822859107164,0.3168316365370043,0.2479372368829941,0.6698403026306736,1.723308915702812,1.3127486110077633,1.0899887481812376,0.0107826582697767,298.101574463999,0.2344247279997944,298.3359991919988,ok,,,,4.0,4.0,4.0,4.0,4.0,41.722459025994155,6.459292455524343,1.0,1.0,0.9280575299053787,0.9633574258318551,False,False,True,False,False,0,small(100-500),Q1,Q1
linear_all_v1,ood_primary,40,435127346,1,E,AutoGluon,linear_all_v1:E:0040,187,150,37,4,0,4,0,1.0,False,4,,,4,,,,,,,,,,,0.0700298820101467,0.2646315967720913,0.2187673559348943,0.8472476766598108,1.6457845660836374,1.2828813530812728,1.0945028714656244,0.0959334361483338,218.6096250450009,0.0545753299993521,218.6642003750003,ok,,,,3.0,3.0,3.0,3.0,3.0,3.6920474628787394,1.9214701306236144,1.0,1.0,0.5388447230788052,0.7340604355765301,False,False,True,False,True,0,small(100-500),Q1,Q1
linear_all_v1,ood_primary,40,435127346,2,E,AutoGluon,linear_all_v1:E:0040,187,150,37,4,0,4,0,1.0,False,4,,,4,,,,,,,,,,,0.1257319770005421,0.3545870513717923,0.2935926043855933,0.5257307986320052,0.8914909535953744,0.9441879863646724,0.8065444838519324,0.0817104125385933,298.91948278199925,0.2366222460004792,299.15610502799973,ok,,,,4.0,4.0,4.0,4.0,4.0,21.757284225957054,4.664470412164394,1.0,1.0,0.9803202281011231,0.9901112200662726,False,False,True,False,False,0,small(100-500),Q1,Q1
