x_n_train,n_holdout,prior_regime,method,mean_mse_betaX,median_mse_betaX,std_mse_betaX,mean_rmse_betaX,mean_r2_betaX,mean_rank_mse_betaX,mean_context_window_size,mean_context_windows,valid_count,relative_mse_improvement_pct,is_tabpfn_anchor
131,33,G,MLP,231.01371877186975,184.3338394425122,210.66505524741214,13.75065876250541,-52.10288192944307,10.666666666666666,,,6,,False
131,33,G,RandomForest,71.22365173633655,32.05785056648363,86.66082984373321,7.063686098171256,-15.813546378169681,7.166666666666667,,,6,,False
131,33,G,Ridge,20.25393667555832,20.353457354335426,17.03426897032807,4.069789773563973,-3.627968242710377,3.8333333333333335,,,6,,False
131,33,G,SVR,3.0949212223502527,3.009229202140952,2.2404064076264927,1.646083711334725,0.6907159020114508,2.5,,,6,,False
131,33,G,XGBoost,486.72927078599713,27.16879389744896,817.9430141354323,14.985460857849487,-120.56648624275935,8.166666666666666,,,6,,False
133,33,A,AutoGluon,0.2030856713846031,0.1810858724745472,0.06405849026572605,0.4470791645294175,0.9625424072076548,3.0,,,3,,False
133,33,A,CatBoost,0.602110420330377,0.4635634888177775,0.2606182032656483,0.7647757625184858,0.8905005310612056,4.0,,,3,,False
133,33,A,DeepSetModel-MC,5.422997263782661,4.948232504234833,0.8709358602280464,2.323922054885605,-0.014462576312425666,11.0,200.0,5.0,3,,False
133,33,A,FixedRidgeLambda1,0.028295694317409133,0.0162856690249265,0.02139131306831419,0.16091691658088528,0.9950349681214115,2.0,,,3,,False
133,33,A,KNN,1.283139188499293,1.127032164951225,0.35538237160201125,1.125898953976525,0.7626393217604549,9.333333333333334,,,3,,False
133,33,A,LightGBM,0.9701323864082759,0.9177116641158144,0.3705565395523386,0.9729172804028036,0.8216497514886386,7.333333333333333,,,3,,False
133,33,A,LinearRegression,0.024232177396941168,0.0140099200170944,0.018428649247324787,0.1488303305665176,0.9957504684559829,1.0,,,3,,False
133,33,A,MLP,0.8086955977896446,0.7769656898435165,0.2452379393890041,0.8923888895902478,0.8502406946501438,6.333333333333333,,,3,,False
133,33,A,RandomForest,0.7801499488282501,0.7348140021535758,0.15489654588916674,0.8804418665763357,0.8543865445242752,6.333333333333333,,,3,,False
133,33,A,Ridge,0.028295694317409133,0.0162856690249265,0.02139131306831419,0.16091691658088528,0.9950349681214115,2.0,,,3,,False
133,33,A,SVR,0.9683857894932034,0.6187201436222831,0.7630469923432406,0.9366127361668731,0.8302653281679099,6.666666666666667,,,3,,False
133,33,A,XGBoost,1.1609022015537018,1.1518483147436989,0.24532753846546462,1.073408862629534,0.7837657298618591,9.0,,,3,,False
133,33,D,AutoGluon,0.2993756308310118,0.2550100199193816,0.17329993886791795,0.5319928470551268,0.9651193303454036,3.0,,,3,,False
133,33,D,CatBoost,1.7255275625222464,1.6489678804794927,0.5158720309323637,1.3038627621116259,0.7831515361632969,5.666666666666667,,,3,,False
133,33,D,DeepSetModel-MC,8.512185463619417,8.267180498176263,3.2692663053321347,2.880769194823342,-0.04469969086567143,11.0,200.0,5.0,3,,False
133,33,D,FixedRidgeLambda1,0.057166469473936866,0.0565006345598775,0.011313632362403089,0.23831195675007363,0.9924076888985431,1.6666666666666667,,,3,,False
133,33,D,KNN,3.0172656901679904,2.809422261850057,1.3864388594046433,1.7060101854905148,0.6371715032558963,9.0,,,3,,False
133,33,D,LightGBM,2.009643015184636,1.976478482413052,0.20907110105135063,1.4163514016310244,0.7342075555052127,6.666666666666667,,,3,,False
133,33,D,LinearRegression,0.0555930504411134,0.054030476651106,0.01500581652095609,0.23434784721019844,0.992658322907403,1.3333333333333333,,,3,,False
133,33,D,MLP,0.971053597064639,0.8379921529036327,0.27565795425310835,0.9791817223295607,0.8688639286600216,4.0,,,3,,False
133,33,D,RandomForest,2.652477167846686,2.5007341060018016,0.5193541953546794,1.6235858796684433,0.6524978959309684,8.666666666666666,,,3,,False
133,33,D,Ridge,0.057166469473936866,0.0565006345598775,0.011313632362403089,0.23831195675007363,0.9924076888985431,1.6666666666666667,,,3,,False
133,33,D,SVR,1.7039088432524843,1.7071970527432985,0.6046214711896163,1.2910423094272085,0.7892072804964015,6.0,,,3,,False
133,33,D,XGBoost,2.7733034378299712,2.7820352259356693,0.4367559700229431,1.6618466025129084,0.608627567831156,9.0,,,3,,False
134,33,E,AutoGluon,0.16479072903745887,0.1749009751124188,0.049399365887847865,0.4026708999791126,0.8801576010615726,3.0,,,3,,False
134,33,E,CatBoost,0.48992518602784846,0.5005900096244379,0.04911164926195647,0.6993493941430121,0.6468278912525686,5.333333333333333,,,3,,False
134,33,E,DeepSetModel-MC,1.4358284419294707,1.4569573535909974,0.24703468440667845,1.1952438700469277,-0.026600436739764265,10.666666666666666,200.0,5.0,3,,False
134,33,E,FixedRidgeLambda1,0.0388078280562261,0.0317226211659674,0.015574572696108895,0.19453045990591245,0.9703815449176557,1.3333333333333333,,,3,,False
134,33,E,KNN,0.5316902631971949,0.6288091908104256,0.169718605725177,0.7221515256805754,0.6085308940226951,6.0,,,3,,False
134,33,E,LightGBM,0.9103321285571221,0.8960017026339493,0.10115079340911973,0.953139263858774,0.33925563149921123,9.333333333333334,,,3,,False
134,33,E,LinearRegression,0.0385897707821629,0.0324062263347934,0.016028946111888483,0.19377895035847348,0.9704925341356566,1.6666666666666667,,,3,,False
134,33,E,MLP,1.0836378043427874,0.9073728176238384,0.34944846715368016,1.0325324043148656,0.1814960620603845,10.0,,,3,,False
134,33,E,RandomForest,0.42522019996418114,0.4254413474295808,0.05785432777468529,0.6510768958087061,0.6863806810941129,5.0,,,3,,False
134,33,E,Ridge,0.0388078280562261,0.0317226211659674,0.015574572696108895,0.19453045990591245,0.9703815449176557,1.3333333333333333,,,3,,False
134,33,E,SVR,0.564778924000999,0.5378439057628668,0.3165374462059896,0.7304230167461755,0.5969477455427757,6.0,,,3,,False
134,33,E,XGBoost,0.6728182794858735,0.6558915865459266,0.052310333215410225,0.8198480489310835,0.5053518046758754,7.666666666666667,,,3,,False
134,33,F,AutoGluon,0.08221122821763334,0.0344301710795763,0.09433212678799384,0.25616399731815304,0.0,4.333333333333333,,,3,,False
134,33,F,CatBoost,0.09923704921566423,0.0881426564144282,0.03547722884908827,0.3117991351424236,0.0,5.333333333333333,,,3,,False
134,33,F,DeepSetModel-MC,0.005475266561502334,0.0062293630413743,0.0032757937908978662,0.0711763873578344,0.0,1.0,200.0,5.0,3,,False
134,33,F,FixedRidgeLambda1,0.07245932672787721,0.0565582978284069,0.040893907816270315,0.26245544750189725,0.0,3.3333333333333335,,,3,,False
134,33,F,KNN,0.14275276280989188,0.1407835503132121,0.01597008508598766,0.3774348116107138,0.0,7.666666666666667,,,3,,False
134,33,F,LightGBM,0.2929874435648569,0.3425562722962028,0.09863366165059079,0.5354465435308913,0.0,9.333333333333334,,,3,,False
134,33,F,LinearRegression,0.07384095678341034,0.0579531923170482,0.041417941653964944,0.2650188024247815,0.0,4.333333333333333,,,3,,False
134,33,F,MLP,0.6304699637566764,0.6829592204562157,0.12078522939766478,0.791437912091808,0.0,11.0,,,3,,False
134,33,F,RandomForest,0.053433021229392606,0.0519310556926378,0.01146676820535667,0.2302746392343784,0.0,4.0,,,3,,False
134,33,F,Ridge,0.07245932672787721,0.0565582978284069,0.040893907816270315,0.26245544750189725,0.0,3.3333333333333335,,,3,,False
134,33,F,SVR,0.11732858880317455,0.1034099494726387,0.03345424373322235,0.3403313874728398,0.0,6.333333333333333,,,3,,False
134,33,F,XGBoost,0.2798880354287396,0.2902942082866463,0.03637568914859167,0.5282765101661347,0.0,9.333333333333334,,,3,,False
135,33,A,AutoGluon,0.45875458744938696,0.5180508523919711,0.15599481440661406,0.6699420884201824,0.9584743766979554,3.0,,,3,,False
135,33,A,CatBoost,1.4758166577805305,1.2557325134475108,0.4924292767619776,1.2042379285901774,0.8638746521239579,5.0,,,3,,False
135,33,A,DeepSetModel-MC,12.050318105973751,12.04470983887904,3.298393465662279,3.4491630659897083,-0.10536487793224697,11.0,200.0,5.0,3,,False
135,33,A,FixedRidgeLambda1,0.08180263015603723,0.0674397359943237,0.04511222014304417,0.2790258086894945,0.9924523811137117,1.3333333333333333,,,3,,False
135,33,A,KNN,3.4856398772814123,3.321745522707898,0.8918116567420951,1.8569506543673457,0.6786071821411298,10.0,,,3,,False
135,33,A,LightGBM,1.7861090300491977,1.6807376144042112,0.6124253299196263,1.3234610628720123,0.8367299184088889,6.0,,,3,,False
135,33,A,LinearRegression,0.0816243577073061,0.0710822333362442,0.04749864680205446,0.27756846493048115,0.9924320797606884,1.6666666666666667,,,3,,False
135,33,A,MLP,0.972133329072153,1.1085716342602714,0.347592313173661,0.9739746447517038,0.9122995438900255,4.0,,,3,,False
135,33,A,RandomForest,2.233005044936447,2.218647423944292,0.6025059035357596,1.485090094247937,0.7950045147441482,7.666666666666667,,,3,,False
135,33,A,Ridge,0.08180263015603723,0.0674397359943237,0.04511222014304417,0.2790258086894945,0.9924523811137117,1.3333333333333333,,,3,,False
135,33,A,SVR,3.056125121295562,2.8414757915279725,1.2000907437433879,1.7258216897995597,0.7219303546009689,8.666666666666666,,,3,,False
135,33,A,XGBoost,2.4266717281222405,2.499847281495042,0.7909499988040434,1.5431655201802459,0.7795464860530393,7.666666666666667,,,3,,False
136,33,A,AutoGluon,0.3651240003547884,0.2706923874490156,0.1828280913684767,0.5926514864902052,0.9607736474301859,3.0,,,3,,False
136,33,A,CatBoost,1.9245120217853227,2.0618686318704373,0.8146608721124742,1.3640200960023359,0.8026130344464809,5.666666666666667,,,3,,False
136,33,A,DeepSetModel-MC,9.975571087612947,9.293006372231718,2.279632586530206,3.1451040956715812,-0.02628356314564517,11.0,200.0,5.0,3,,False
136,33,A,FixedRidgeLambda1,0.07702001368252313,0.0833727033692064,0.015933045980917313,0.27646832830271867,0.9919859150793565,1.0,,,3,,False
136,33,A,KNN,4.138370228943128,3.537616931351036,1.4358099122990624,2.0150725791645865,0.5813375572578128,9.666666666666666,,,3,,False
136,33,A,LightGBM,1.9257381082521665,1.627554007254133,0.7928855324148397,1.3691797617821628,0.7966441133558165,6.0,,,3,,False
136,33,A,LinearRegression,0.08555832238543033,0.0929555446037615,0.017982237874723615,0.2913515694896239,0.9911031177748377,2.0,,,3,,False
136,33,A,MLP,0.9499819018218935,0.7181618900333775,0.49519573453474247,0.9542759286694839,0.8975378099197157,4.0,,,3,,False
136,33,A,RandomForest,2.658738969788387,2.903335545579385,0.7245962808017242,1.6195736700603944,0.7278335732392612,8.0,,,3,,False
136,33,A,Ridge,0.07702001368252313,0.0833727033692064,0.015933045980917313,0.27646832830271867,0.9919859150793565,1.0,,,3,,False
136,33,A,SVR,2.6248572564863433,2.532552289521338,0.5488414607166401,1.6143120267948226,0.7293006192008651,7.0,,,3,,False
136,33,A,XGBoost,3.3442947623184622,3.039719943664899,0.956342632047407,1.8167582440605958,0.6467359288494764,8.666666666666666,,,3,,False
137,34,F,AutoGluon,0.16093154240544175,0.1874278065144191,0.04710641610650159,0.3979591608052034,0.9864011834161998,3.0,,,3,,False
137,34,F,CatBoost,0.39815264355010943,0.3889144115159602,0.08037381632020675,0.6288606472735022,0.966218204332582,4.666666666666667,,,3,,False
137,34,F,DeepSetModel-MC,13.01372046761959,13.23821705779858,1.8353021749387999,3.6013595301805927,-0.07282832786000526,11.0,200.0,5.0,3,,False
137,34,F,FixedRidgeLambda1,0.06094264917815103,0.0462939658724751,0.025632045333847404,0.243507134296,0.9947173469208991,2.0,,,3,,False
137,34,F,KNN,3.2083765058045812,3.393030318679868,0.809473141441457,1.781088645680228,0.738243822244387,10.0,,,3,,False
137,34,F,LightGBM,0.545890390189195,0.5707825228267236,0.08242531732568992,0.7373857269647704,0.9539935353844847,6.666666666666667,,,3,,False
137,34,F,LinearRegression,0.0593988320419911,0.0455953110123581,0.02517048418399562,0.2403523378165252,0.9948498865023256,1.0,,,3,,False
137,34,F,MLP,0.657477355622738,0.6736928209567377,0.29065405039509634,0.7964576781969891,0.9450758741961115,7.333333333333333,,,3,,False
137,34,F,RandomForest,0.31637098724663454,0.3577698691140374,0.07727628584102034,0.5594132695141648,0.9741974207309324,4.333333333333333,,,3,,False
137,34,F,Ridge,0.06094264917815103,0.0462939658724751,0.025632045333847404,0.243507134296,0.9947173469208991,2.0,,,3,,False
137,34,F,SVR,1.9577689066542927,1.8371515372429748,0.2589432167208989,1.3972266447974124,0.8378534559911993,9.0,,,3,,False
137,34,F,XGBoost,0.6433417370565815,0.6369151493805404,0.11831587771929065,0.7998181558120744,0.9470963896055454,7.0,,,3,,False
137,34,H,AutoGluon,0.4134261092159092,0.3382557874104121,0.14087801851561108,0.6371799339015781,0.9584160034029733,3.0,,,3,,False
137,34,H,CatBoost,1.3337724797837422,1.341379325895221,0.41625248743538856,1.1451729493776355,0.8666954367762981,5.666666666666667,,,3,,False
137,34,H,DeepSetModel-MC,10.268389279441141,10.331887805119704,0.9246761446861155,3.202251756278615,-0.036528786655545,11.0,200.0,5.0,3,,False
137,34,H,FixedRidgeLambda1,0.09575878204839429,0.0790959350260702,0.05721210966220866,0.30043299731822226,0.990374825357026,1.6666666666666667,,,3,,False
137,34,H,KNN,2.114549317478483,2.2089154198447543,0.31026369902170975,1.4514418363544574,0.7846127921431992,8.333333333333334,,,3,,False
137,34,H,LightGBM,1.75734044083803,1.5157976223578589,0.46353576438383726,1.3183944245171648,0.8230080620733591,7.333333333333333,,,3,,False
137,34,H,LinearRegression,0.09835466790491747,0.0894808210010814,0.05654113877097019,0.3046387806250214,0.9900775729333091,1.3333333333333333,,,3,,False
137,34,H,MLP,0.7786700899049981,0.6621693739531799,0.22810376932911552,0.8764919636206091,0.9217491475110449,4.0,,,3,,False
137,34,H,RandomForest,1.2404308215511675,1.300388100580182,0.12802241180259064,1.112726163558679,0.8739146948656612,5.333333333333333,,,3,,False
137,34,H,Ridge,0.09575878204839429,0.0790959350260702,0.05721210966220866,0.30043299731822226,0.990374825357026,1.6666666666666667,,,3,,False
137,34,H,SVR,2.3381307899058466,1.945285025476534,0.9121308164614199,1.5109239414563558,0.7659771903201439,9.333333333333334,,,3,,False
137,34,H,XGBoost,2.092743149996276,2.0279155466299583,0.5627833754566218,1.4379194812457043,0.7902631843763585,9.0,,,3,,False
138,34,B,AutoGluon,0.5041320267066134,0.4777533227960517,0.049026447379453185,0.7094770195960342,0.9781203212907744,3.0,,,3,,False
138,34,B,CatBoost,1.6287721650347595,1.5057814930185884,0.37841348592146345,1.2706956221694803,0.9293452023216098,5.666666666666667,,,3,,False
138,34,B,DeepSetModel-MC,23.512894980600816,22.64476025156017,1.6759874711670522,4.846995115499451,-0.014565727885047466,11.0,200.0,5.0,3,,False
138,34,B,FixedRidgeLambda1,0.024481526671175032,0.0173372965869523,0.021585537129337556,0.14609955227347107,0.9989000116912181,1.0,,,3,,False
138,34,B,KNN,4.127798314720869,4.00928094943517,1.2776100677427153,2.0153394560574727,0.8214523686986911,8.333333333333334,,,3,,False
138,34,B,LightGBM,3.0144736068138456,3.0155648637957078,0.0728258618089897,1.7361394675361368,0.8695626471173922,8.333333333333334,,,3,,False
138,34,B,LinearRegression,0.0312663747649764,0.0233811602145664,0.025543156849082507,0.16680997575624149,0.9985981656596848,2.0,,,3,,False
138,34,B,MLP,0.9107863516373245,1.09735486182427,0.36687263701901573,0.9390436015227778,0.9597073906560101,4.0,,,3,,False
138,34,B,RandomForest,1.7508462672950726,1.9524123544289969,0.5640232945630627,1.3104229141426356,0.9229511958016241,5.666666666666667,,,3,,False
138,34,B,Ridge,0.024481526671175032,0.0173372965869523,0.021585537129337556,0.14609955227347107,0.9989000116912181,1.0,,,3,,False
138,34,B,SVR,5.370530561094744,5.157943480482079,1.189396954867268,2.3081015583922277,0.7655538147707542,10.0,,,3,,False
138,34,B,XGBoost,2.329851741709572,2.511401995834771,0.7860110315872543,1.51048283726335,0.8972946742968504,7.0,,,3,,False
138,34,E,AutoGluon,0.4964045287397725,0.40343760665918016,0.30244975893003107,0.6775548062305595,0.942760657370579,3.1666666666666665,,,6,,False
138,34,E,CatBoost,2.0099844056185883,1.729489118994141,0.8793336635018315,1.394575209040352,0.7669021013758899,5.166666666666667,,,6,,False
138,34,E,DeepSetModel-MC,8.597300726394085,8.70797631380296,1.756220394551562,2.919103584457567,-0.02033110118778365,11.0,200.0,5.0,6,,False
138,34,E,FixedRidgeLambda1,0.1034354028893691,0.1116471948753308,0.018840359577856645,0.32040415167627395,0.987150211992483,1.0,,,6,,False
138,34,E,KNN,3.2660772204518693,3.2147319867474833,0.7162043297952688,1.7984958263096071,0.602197374307992,8.166666666666666,,,6,,False
138,34,E,LightGBM,3.134403178423805,3.198044085217589,0.5388228682196078,1.7648960218101575,0.6188279144527337,8.333333333333334,,,6,,False
138,34,E,LinearRegression,0.11102959197169925,0.1167911348378321,0.017828893675524482,0.33225697867522447,0.9862307736444224,2.0,,,6,,False
138,34,E,MLP,0.9847495599406434,1.0317923538860967,0.20169393325487642,0.9878550500359923,0.8768312981566208,3.8333333333333335,,,6,,False
138,34,E,RandomForest,2.511635028805016,2.397255323790551,0.8875532621170362,1.5656989631426972,0.7076967028666051,6.833333333333333,,,6,,False
138,34,E,Ridge,0.1034354028893691,0.1116471948753308,0.018840359577856645,0.32040415167627395,0.987150211992483,1.0,,,6,,False
138,34,E,SVR,2.961906398545852,2.7509165021107345,1.3406436783573559,1.6869043880229402,0.6603308183658161,7.833333333333333,,,6,,False
138,34,E,XGBoost,3.1955358387839037,3.182201393591261,1.1063391394337894,1.7640001564392886,0.6202299547032769,8.666666666666666,,,6,,False
139,35,H,AutoGluon,1.2090478350422877,1.2964245468030071,0.7177494048267927,1.06047724556431,0.9582725291767301,3.6666666666666665,,,3,,False
139,35,H,CatBoost,5.045697049593225,4.929481864491389,1.627662306658259,2.226475688088814,0.8231524361464545,5.0,,,3,,False
139,35,H,DeepSetModel-MC,28.581137879649532,29.766067097471307,5.050547510233703,5.331664902294493,-0.019357943813681666,11.0,200.0,5.0,3,,False
139,35,H,FixedRidgeLambda1,0.17120481024415513,0.1672424754824281,0.017090914365430105,0.41343002155547404,0.9937464727586031,2.0,,,3,,False
139,35,H,KNN,6.683118511135849,7.256251549342648,2.62887046762609,2.5477635765667173,0.7681964472016055,6.666666666666667,,,3,,False
139,35,H,LightGBM,5.940279923463859,5.966853174819083,1.8132349061294748,2.4176969473378347,0.7914728573319233,6.666666666666667,,,3,,False
139,35,H,LinearRegression,0.16596251215126936,0.1669145278031008,0.012757799307167328,0.407183123139007,0.9939255133409185,1.0,,,3,,False
139,35,H,MLP,0.8988699212881083,0.7676728859298529,0.35250063481387356,0.9365843770323586,0.9678141076264195,3.3333333333333335,,,3,,False
139,35,H,RandomForest,8.374882502992078,7.792157005203043,2.9354513794521258,2.86472228779159,0.7070560039405621,8.333333333333334,,,3,,False
139,35,H,Ridge,0.17120481024415513,0.1672424754824281,0.017090914365430105,0.41343002155547404,0.9937464727586031,2.0,,,3,,False
139,35,H,SVR,9.826163707447215,12.450425227220023,4.998646692299696,3.0482629527168243,0.663379728861295,8.666666666666666,,,3,,False
139,35,H,XGBoost,9.655868414047744,8.220502819076774,3.3974666732351304,3.0772165815576273,0.6609343302079099,9.666666666666666,,,3,,False
140,34,B,AutoGluon,0.8966611579036163,0.7856419098086567,0.6045132320034617,0.9090209145739374,0.9795121487309549,3.3333333333333335,,,3,,False
140,34,B,CatBoost,11.188955668051747,11.071396764402676,1.7465558134156172,3.338199461061588,0.7464929708907517,5.666666666666667,,,3,,False
140,34,B,DeepSetModel-MC,45.40962381446392,46.13299678932541,1.3426824454762698,6.738171066038725,-0.025675503321754733,11.0,200.0,5.0,3,,False
140,34,B,FixedRidgeLambda1,0.15128409086366265,0.118450332347099,0.06266962219999284,0.38380676628910987,0.9965645491855005,2.0,,,3,,False
140,34,B,KNN,17.18325361154876,15.473557991797732,3.3533976594421326,4.132699507617786,0.6108185134016636,8.333333333333334,,,3,,False
140,34,B,LightGBM,9.506316732506159,8.090793633398716,3.6557600286549423,3.0473492288181103,0.7840351696107772,5.333333333333333,,,3,,False
140,34,B,LinearRegression,0.13189906967948403,0.1107085797583351,0.045719760356608866,0.3597723100809569,0.9970062572307086,1.0,,,3,,False
140,34,B,MLP,0.998864936230257,1.0778758304468308,0.42286233151353153,0.9825896268055349,0.9772519704633321,3.6666666666666665,,,3,,False
140,34,B,RandomForest,15.57066885654739,15.578576420522996,1.5170111230870336,3.9428368829109974,0.647565244303443,7.333333333333333,,,3,,False
140,34,B,Ridge,0.15128409086366265,0.118450332347099,0.06266962219999284,0.38380676628910987,0.9965645491855005,2.0,,,3,,False
140,34,B,SVR,21.033442461179117,20.55080069032529,3.1314256133147627,4.577837335345905,0.524492648631785,10.0,,,3,,False
140,34,B,XGBoost,16.35517844043125,15.746461488849672,1.857896096481742,4.039896441390744,0.6298410926357237,8.333333333333334,,,3,,False
140,35,D,AutoGluon,0.3457826937111137,0.2063481381114983,0.2710786136813919,0.5604148017287334,0.9761432171029377,3.0,,,3,,False
140,35,D,CatBoost,1.8028705542084582,1.7030179409326478,0.20741136213961464,1.3412707573541665,0.8818325327744273,5.333333333333333,,,3,,False
140,35,D,DeepSetModel-MC,15.415985238403238,15.513808455056637,1.6581261861942131,3.922502408762934,-0.0023849234450282666,11.0,200.0,5.0,3,,False
140,35,D,FixedRidgeLambda1,0.11065040157164424,0.1061792703783868,0.020128452349681834,0.3317416715673153,0.9926802765537076,1.6666666666666667,,,3,,False
140,35,D,KNN,4.189594838581862,4.448306209881606,0.6004132726914607,2.043189900313809,0.7256231920885364,9.333333333333334,,,3,,False
140,35,D,LightGBM,1.886083173873298,1.9279659893387284,0.16065116777759464,1.372502266457648,0.876959707205399,5.666666666666667,,,3,,False
140,35,D,LinearRegression,0.10909255846422676,0.102322699362566,0.01913457592388351,0.32947183564215704,0.9927786768003223,1.3333333333333333,,,3,,False
140,35,D,MLP,0.7279920458593345,0.7533962210656567,0.13957816062089015,0.8505121331048882,0.9516449004056787,4.0,,,3,,False
140,35,D,RandomForest,2.8398248118643052,3.0249622131676825,0.9457258872331736,1.6682303411799901,0.8170286895243835,8.333333333333334,,,3,,False
140,35,D,Ridge,0.11065040157164424,0.1061792703783868,0.020128452349681834,0.3317416715673153,0.9926802765537076,1.6666666666666667,,,3,,False
140,35,D,SVR,2.764482966590753,2.811616715455379,0.1702842033797673,1.6621408798054496,0.8196307982126777,7.333333333333333,,,3,,False
140,35,D,XGBoost,3.3336591621996283,3.5527161775277034,0.6672411999902961,1.819381384191271,0.7846365283886229,9.0,,,3,,False
140,35,G,AutoGluon,10.691029572359676,5.980345382801316,12.16725794634773,2.8848346258952713,-0.5371247807405191,2.6666666666666665,,,3,,False
140,35,G,CatBoost,73.92464807962563,6.390495874743327,120.01937439268215,6.268116974769787,-9.636545621545292,4.666666666666667,,,3,,False
140,35,G,DeepSetModel-MC,15.301126294084503,17.611895834302096,6.609737564934719,3.839802571843853,-1.1688395123153983,5.666666666666667,200.0,5.0,3,,False
140,35,G,FixedRidgeLambda1,48.99566345762429,49.60137663569321,47.049361487605516,6.036859047537841,-6.060150565819838,4.333333333333333,,,3,,False
140,35,G,KNN,191.55941763143497,216.6445438568353,175.89398848701984,11.878763735354118,-26.617726784937435,8.666666666666666,,,3,,False
140,35,G,LightGBM,85.35094401123222,82.5307534135118,79.53729125210221,8.224510731669726,-11.275897871091672,8.0,,,3,,False
140,35,G,LinearRegression,49.63603865304055,50.18992018750249,47.726953550803394,6.072028230208537,-6.152583239468796,4.666666666666667,,,3,,False
140,35,G,MLP,1024.5237232280358,832.4687704361733,1124.2644275769935,26.347906566836034,-146.7201437492341,11.0,,,3,,False
140,35,G,RandomForest,115.8265525030249,8.386568302223585,190.8047398649692,7.650682040709981,-15.673076233507432,5.666666666666667,,,3,,False
140,35,G,Ridge,48.99566345762429,49.60137663569321,47.049361487605516,6.036859047537841,-6.060150565819838,4.333333333333333,,,3,,False
140,35,G,SVR,2.3236991860458636,2.208161456751577,0.28417188302967006,1.5225194668752782,0.6781781906094076,2.0,,,3,,False
140,35,G,XGBoost,342.3164628778176,51.76178239954378,544.5874847084939,13.499656117592588,-48.30233110410301,8.666666666666666,,,3,,False
142,35,B,AutoGluon,0.7598166029039333,0.7151747476637027,0.48906240772913256,0.827928590466278,0.9573694471988743,3.0,,,6,,False
142,35,B,CatBoost,3.908516721179803,3.6680053752648223,3.2098277891937173,1.8153673289805567,0.8454707937917787,6.0,,,6,,False
142,35,B,DeepSetModel-MC,41.95355780502239,36.36956088051999,41.917788104082256,5.546838565019885,-0.009005945680349967,11.0,200.0,5.0,6,,False
142,35,B,FixedRidgeLambda1,0.14989492559802173,0.1430942155602412,0.03403547579547007,0.3851204311945892,0.9836644678495491,1.3333333333333333,,,6,,False
