suite_family,prior_regime,method,valid_count,mean_mse_betaX,median_mse_betaX,std_mse_betaX,mean_rmse_betaX,mean_mae_betaX,mean_r2_betaX,median_r2_betaX,mean_prediction_std,mean_target_std,mean_variance_ratio,mean_bias,mean_slope_y_pred_vs_y_true,mean_gate,mean_latent_ridge_mse,mean_neural_mse,mean_hybrid_mse,mean_rank_mse_betaX,median_rank_mse_betaX
ood_primary,F,MODEL3-ICL-MC,150,0.1087654552390335,0.0872575279918485,0.09200265285543811,0.31012063086979597,0.2530769836869956,0.1967556129985528,0.0,0.84477589956526,0.6575278889650205,1.136096649301611,0.0007521468396285522,1.0141669343971178,,,,,3.3466666666666667,3.0
ood_primary,F,RandomForest,150,0.13814625185051863,0.1219225500910697,0.07334074876537557,0.36055218643540227,0.2877379605690569,0.19548038891980193,0.0,0.8563405479521625,0.6575278889650205,1.1123416203029266,-0.0024881908868459256,0.9591494516622638,,,,,3.54,4.0
ood_primary,F,Ridge,150,0.07418448563516893,0.06069386612358875,0.046667753640949675,0.2610081738252144,0.2131681908865018,0.197712164338754,0.0,0.8163295288929302,0.6575278889650205,1.1254227450284853,-0.008708813131396693,1.0122145292595721,,,,,1.7,1.0
ood_primary,F,SVR,150,0.5031220191850637,0.15787409289331955,1.3557718829796932,0.545341787722402,0.4349098263607048,0.09329311511322406,0.0,0.6917592242004005,0.6575278889650205,0.9166352711699426,-0.015079390478065679,0.6967923886252246,,,,,5.466666666666667,5.0
ood_primary,F,XGBoost,150,0.3584662349700602,0.32702487471638997,0.13516549840700798,0.589235851882269,0.46739635059869217,-0.14318599773788487,0.0,1.0311638311545055,0.6575278889650205,1.3243304816686439,-1.0661728689983127e-06,0.9977986600788252,,,,,7.833333333333333,8.0
ood_primary,G,CatBoost,150,2349.9964721025804,12.13918825024004,25943.554460096366,11.185908490602836,4.435721632840469,-115.83206178039023,-0.7936623502259991,11.368996544445507,2.783538896849914,3.932620389145808,1.6100783876221987,0.968985993626852,,,,,4.466666666666667,5.0
ood_primary,G,FixedRidgeLambda1,150,18999.585880935938,9.744893422340752,168316.8664959976,23.385583444479906,18.731321099676467,-757.5615388060313,-0.47782771532481044,23.45272120670526,2.783538896849914,6.438897010440941,2.428224893911894,2.5129313836535987,,,,,3.2733333333333334,3.0
ood_primary,G,KNN,150,645.7660348379868,24.906509554693244,3337.0694409082585,12.138666754569023,4.858066393045587,-210.30747477956032,-1.85622404445431,11.896309628179123,2.783538896849914,5.578005757701618,0.5105910736758826,0.380061720322808,,,,,6.666666666666667,7.0
ood_primary,G,LightGBM,150,33670.3647211971,42.628219297875134,344713.74046776706,32.69756427942215,18.538785631916003,-1366.0624919950963,-5.517819418091502,31.504916377121415,2.783538896849914,9.352444843841743,7.269679342642284,0.8588085747423054,,,,,7.7,8.0
ood_primary,G,LinearRegression,150,19294.193667949734,9.911920086395131,170896.63070075054,23.557352529718585,18.866124068839916,-769.185372351544,-0.49738509981463663,23.63057740637561,2.783538896849914,6.486338492153346,2.4194369736588963,2.534480871114255,,,,,4.213333333333333,4.0
ood_primary,G,MLP,150,8554.023047931081,132.7437574691062,67596.93819168565,34.32862193977652,21.2876647453077,-591.5823897627665,-19.433915890698657,33.82463629459271,2.783538896849914,12.300491597601194,0.3574935921215076,1.693607857176816,,,,,9.52,10.0
ood_primary,G,MODEL3-ICL-MC,150,21729.39660683908,18.943675502183858,200284.4380545397,25.970978727784292,19.988831795411038,-868.8157458613636,-1.3142331225894783,26.05466913211251,2.783538896849914,7.272387582658645,2.1979143209094154,2.1572269891206513,,,,,5.013333333333334,5.0
ood_primary,G,RandomForest,150,24590.38615072534,19.676284266336086,277126.2935388155,28.9031474462783,7.891704354540866,-1350.3727246829078,-1.6143986949779119,28.56098865685121,2.783538896849914,9.732342739841442,4.21953474558173,1.442996314463161,,,,,5.92,6.0
ood_primary,G,Ridge,150,18999.585880935938,9.744893422340752,168316.8664959976,23.385583444479906,18.731321099676467,-757.5615388060313,-0.47782771532481044,23.45272120670526,2.783538896849914,6.438897010440941,2.428224893911894,2.5129313836535987,,,,,3.2733333333333334,3.0
ood_primary,G,SVR,150,2.9004877678273333,1.8405370484151935,2.908451037587445,1.5398519862436317,1.1252058620324445,0.7011944802265665,0.7032018091269052,1.6344812588304523,2.783538896849914,0.6241414091483005,0.018292029762712474,0.5603264387961749,,,,,1.56,1.0
ood_primary,G,XGBoost,150,230106.7617310689,18.211076775986335,2783337.730781457,58.66020960775241,11.407686045305937,-8764.448474069948,-2.412290103564433,58.27994879961014,2.783538896849914,15.633212087626644,7.069734159597976,1.8067871516892353,,,,,6.666666666666667,7.0
ood_primary,H,CatBoost,150,1.6773994785594362,1.4831846473045136,1.1086723984849982,1.2289792134295672,0.9508698109352929,0.7974640909164475,0.8367900766519192,2.502904150650938,3.0722766668005925,0.8304550153426281,0.02121775539266442,0.7548910295185325,,,,,5.593333333333334,6.0
ood_primary,H,FixedRidgeLambda1,150,0.07707951600543955,0.0699043504218521,0.04755297213836826,0.26374621310076746,0.2131083532113147,0.9894423866159727,0.9926529007885705,3.0549663418257484,3.0722766668005925,0.9917034215723267,-0.003788412879949073,0.9878050403331082,,,,,1.6933333333333334,2.0
ood_primary,H,KNN,150,3.0028539737593323,2.733559155199183,1.9384025534507607,1.638906920047413,1.2963024388597346,0.675464249062361,0.7032151400324718,2.173747119434992,3.0722766668005925,0.7237664753934457,0.01674857671129163,0.6145291319558188,,,,,8.906666666666666,9.0
ood_primary,H,LightGBM,150,1.806847605485771,1.598492712859337,1.15762279417156,1.2857817119067712,1.0101223700516897,0.7665578455101344,0.8218845020834045,2.854348889227038,3.0722766668005925,0.9502017346026711,0.006326436082976124,0.8475872549361441,,,,,6.3133333333333335,6.0
ood_primary,H,LinearRegression,150,0.07787423545323525,0.07013271891846104,0.04663489744276869,0.2656359299469002,0.21474554379963792,0.9893326569422243,0.9926365397305468,3.076580758730915,3.0722766668005925,0.9992257498881615,-0.0038715105016280697,0.9952654560670204,,,,,1.68,2.0
ood_primary,H,MLP,150,0.7134945705908438,0.6693181499073559,0.25973351778976,0.8323192997814611,0.6516835444925136,0.8201757055816817,0.9204440487225736,3.164267309714486,3.0722766668005925,1.0604793447889482,-0.006821353231363664,0.9889879090415667,,,,,4.74,4.0
ood_primary,H,MODEL3-ICL-MC,150,0.12264435028251254,0.10125196309284484,0.08525385966963366,0.32882311885529525,0.2651156995964508,0.9849484662349736,0.9891326973027705,3.0496658557495637,3.0722766668005925,0.9911747975329683,0.0040195598004784455,0.9855555232875717,,,,,2.6266666666666665,3.0
ood_primary,H,RandomForest,150,2.3923200235276605,2.008987246188879,1.8237734951497777,1.4485071838812182,1.138642644201426,0.7419002448466274,0.7642439878217689,2.3975312291438367,3.0722766668005925,0.7947937636548688,0.001091078129077098,0.6991797478875916,,,,,7.286666666666667,7.0
ood_primary,H,Ridge,150,0.07707951600543955,0.0699043504218521,0.04755297213836826,0.26374621310076746,0.2131083532113147,0.9894423866159727,0.9926529007885705,3.0549663418257484,3.0722766668005925,0.9917034215723267,-0.003788412879949073,0.9878050403331082,,,,,1.6933333333333334,2.0
ood_primary,H,SVR,150,2.663228661473974,1.9549896896708527,2.448921438988245,1.4910545783492715,1.0451857982464974,0.7619335666587495,0.7752902302361182,2.0644563114682764,3.0722766668005925,0.6928019127273797,0.031789710771367996,0.6320153411268834,,,,,7.273333333333333,7.0
ood_primary,H,XGBoost,150,2.8890619495006042,2.3747892519960985,2.087641547081646,1.6062465606869125,1.2712625551592254,0.6398374170118866,0.7163440208455083,2.69962057073911,3.0722766668005925,0.9071956084221204,-0.010374569196014262,0.7559268672149922,,,,,8.886666666666667,9.0
primary,A,CatBoost,150,1.9653177839982887,1.540610358275279,1.7096830238487364,1.301914002933259,0.99243273513054,0.8096595625472846,0.8066783737471014,2.216436185516648,3.0036194962281977,0.7557524777100479,0.02160754353382605,0.6988717020118428,,,,,5.433333333333334,5.0
primary,A,FixedRidgeLambda1,150,0.08797936578667818,0.07479902601212746,0.05781705949092237,0.28071814911775883,0.22633223287088877,0.9882352921894673,0.9909014753955281,3.0092730370892102,3.0036194962281977,0.9999492939930588,0.01810947509292946,0.9954552581578539,,,,,1.6266666666666667,2.0
primary,A,KNN,150,3.609315564536647,3.0030294596268017,2.6901316803483737,1.7872962913322579,1.4144877883385045,0.6432047934919976,0.6387427803208655,1.8765127483526882,3.0036194962281977,0.6381942128719411,-0.021353980284923725,0.5353650290319852,,,,,9.226666666666667,10.0
primary,A,LightGBM,150,1.9926301862244387,1.6157764392074947,1.3192691627738073,1.3477008670978312,1.0523915891291655,0.7875389496560232,0.7991787532499093,2.6517178060150095,3.0036194962281977,0.9018724157071624,0.016063965897567496,0.808821331149731,,,,,6.193333333333333,6.0
primary,A,LinearRegression,150,0.08946787421480464,0.07657902371860985,0.05969534096486069,0.2825971234610623,0.22752537265935055,0.9881158697990984,0.990573652708078,3.029245427769371,3.0036194962281977,1.0065847856839392,0.018253531661451636,1.0020656492468025,,,,,1.8333333333333333,2.0
primary,A,MLP,150,0.7637363724959435,0.7226298520816036,0.25457451375078555,0.8631932501542722,0.6779845982321812,0.8894647524650969,0.9153233414739776,3.106839856903137,3.0036194962281977,1.0454119432486557,0.00323599952470694,0.9964260689632198,,,,,4.626666666666667,4.0
primary,A,MODEL3-ICL-MC,150,0.13061314815703282,0.1101792863429278,0.10009105509633333,0.33796773886049475,0.27171735692523624,0.983319582070417,0.9871324388231131,3.005284308881925,3.0036194962281977,0.9986125138303266,0.01812879357075964,0.9922330885220066,,,,,2.54,3.0
primary,A,RandomForest,150,3.057513773828669,2.436241786528108,2.6140438421747154,1.6196183665179997,1.2809115356779657,0.708930233079023,0.7114227296473394,2.096992335417247,3.0036194962281977,0.7156698284946611,0.009547352376876114,0.622171979709012,,,,,7.78,8.0
primary,A,Ridge,150,0.08797936578667818,0.07479902601212746,0.05781705949092237,0.28071814911775883,0.22633223287088877,0.9882352921894673,0.9909014753955281,3.0092730370892102,3.0036194962281977,0.9999492939930588,0.01810947509292946,0.9954552581578539,,,,,1.6266666666666667,2.0
primary,A,SVR,150,2.709169192587922,1.947022238378294,2.5211366601020333,1.513128412580374,1.0662768002895004,0.7508041269991536,0.7557045123497899,1.877119864751316,3.0036194962281977,0.6472644927951,0.012038506197689177,0.5958280482066701,,,,,6.8933333333333335,7.0
primary,A,XGBoost,150,3.428252274396967,2.6455730983232386,2.846531031270466,1.7293130203055613,1.366215077101987,0.6609585844961176,0.667490790639008,2.4509821379184724,3.0036194962281977,0.8352909386944944,0.0237429059491341,0.6916640128500847,,,,,8.846666666666666,9.0
primary,B,CatBoost,150,1.6257915881854654,0.6775507054406377,2.4675430694415192,1.0626381399662888,0.7691705422590661,-17.2980719939108,0.8748596966901874,2.4446062186860242,2.9857733563204287,1.4855153967190413,-0.02024151183634039,0.8045939937486062,,,,,5.633333333333334,5.0
primary,B,FixedRidgeLambda1,150,0.07769493510274379,0.0688916661445836,0.046644647725255214,0.26647295123599435,0.21391476852191743,-8.015328572885833,0.9905126354983328,2.991615875793523,2.9857733563204287,1.37171132376589,0.011158086811037572,1.0481624420051112,,,,,1.5666666666666667,2.0
primary,B,KNN,150,4.861709864088051,2.209308806441544,7.1312207723502405,1.8356375540913101,1.45435151650611,-26.070822396459743,0.6254476455869511,1.8614939876829295,2.9857733563204287,1.4428300333470552,-0.0010102045004478123,0.4874461849314371,,,,,9.38,10.0
primary,B,LightGBM,150,1.7680921530554985,0.9850688387544532,2.064594714704062,1.1776299414500213,0.8961631091905576,-32.66554051276975,0.8422813482492894,2.8843626432930596,2.9857733563204287,1.8974837859080402,-0.03262767677411509,0.9722538076641125,,,,,7.153333333333333,7.0
primary,B,LinearRegression,150,0.07838334789852971,0.06833903222400985,0.04636450579479028,0.2678852968928036,0.2150231176613976,-8.09889250754011,0.9907487659784442,3.0125932758963714,2.9857733563204287,1.3811308911255056,0.01146247510128621,1.0552703980654048,,,,,1.7666666666666666,2.0
primary,B,MLP,150,0.7521782934426856,0.7080900472235876,0.26737833178881004,0.8549585415477439,0.673737790281821,-71.00547083774052,0.8987886977250794,3.1211964420403984,2.9857733563204287,2.41227409102974,0.00015385168604009644,0.9301058520596653,,,,,6.233333333333333,6.0
primary,B,MODEL3-ICL-MC,150,0.13256116884131802,0.10641223640659031,0.09742735205441262,0.34188407074674976,0.27555884806744185,-15.764105084561024,0.9847728218168217,2.9868115927218577,2.9857733563204287,1.5562915096451253,0.017987037801600627,1.0064082338038651,,,,,2.76,3.0
primary,B,RandomForest,150,1.8609639391902,0.537895929355128,3.2868830396878854,1.064030726379282,0.8184740807969111,-10.47313290281373,0.8922401153160997,2.5645619822982284,2.9857733563204287,1.3623263040248397,-0.01627560807827433,0.8625969384400893,,,,,5.246666666666667,5.0
primary,B,Ridge,150,0.07769493510274379,0.0688916661445836,0.046644647725255214,0.26647295123599435,0.21391476852191743,-8.015328572885833,0.9905126354983328,2.991615875793523,2.9857733563204287,1.37171132376589,0.011158086811037572,1.0481624420051112,,,,,1.5666666666666667,2.0
primary,B,SVR,150,4.603086217237334,1.3325674737510984,8.962244899283268,1.6539504388825093,1.192649202494356,-12.16847145953566,0.7377807201536257,1.7506317295830387,2.9857733563204287,1.1903615771823,0.013724320364044553,0.5927182691012544,,,,,8.173333333333334,9.0
primary,B,XGBoost,150,2.109007403322006,0.885528466980448,3.2277927095346985,1.217593941648816,0.9445817904799695,-26.549733160442166,0.8337034196466976,2.7654265111684797,2.9857733563204287,1.7881090353695965,-0.018197274938106234,0.9282950581038617,,,,,7.086666666666667,7.0
primary,C,CatBoost,150,2.0137635984161357,1.5884937777937835,1.434462979901825,1.3461621279297429,1.0328186045746561,0.7344155326232745,0.7695456965405545,2.0985538519156153,2.776468404185892,0.789185641418763,0.030295267395556144,0.6963719545663535,,,,,5.373333333333333,5.0
primary,C,FixedRidgeLambda1,150,0.20892826503985226,0.17666871478959975,0.13805652374279118,0.43558054731577756,0.3507433429190778,0.9610171768700214,0.9762747950778786,2.7623595351127506,2.776468404185892,0.9921115287652505,0.007381669992019001,0.9775399773508942,,,,,1.6133333333333333,2.0
primary,C,KNN,150,3.4967682712544046,2.938606857191634,2.2960572805177746,1.769690957472795,1.4011462601690623,0.5677480445971341,0.5808609703102698,1.844722668069494,2.776468404185892,0.6961261541723321,0.08823426419988335,0.547123892732139,,,,,8.586666666666666,9.0
primary,C,LightGBM,150,2.2299600228475995,2.046164196780148,1.1687987079383277,1.448155066558681,1.1406585855363334,0.6622418754249972,0.7318470355014731,2.534424334271647,2.776468404185892,0.9403985602373979,-0.02385983030314842,0.7901754555535432,,,,,6.52,6.0
primary,C,LinearRegression,150,0.2103975743339207,0.17764843273220565,0.13804321550762466,0.43729806630949936,0.3519683422625841,0.9608444534922423,0.9768715606324936,2.780238181095428,2.776468404185892,0.9985624410860989,0.00688299287577001,0.9838870326336515,,,,,1.8466666666666667,2.0
primary,C,MLP,150,2.3510708667814275,2.141580739507976,1.5714645821296878,1.4861533619977083,1.1305585702160204,0.4725521403764613,0.7262060162511628,3.1830811142499207,2.776468404185892,1.2015283061524862,0.003285810700846199,1.0008985345205543,,,,,6.753333333333333,7.0
primary,C,MODEL3-ICL-MC,147,0.29833152804819824,0.2451009246283419,0.1884257168530304,0.519301267812657,0.417790075828736,0.9458546417411129,0.9664574607829322,2.7086727456945074,2.727537466460647,0.9893372720278254,0.007961608937691468,0.9687009058490924,,,,,2.557823129251701,3.0
primary,C,RandomForest,150,2.814907227192656,2.1690567051559464,2.2448250148220907,1.5573292817466167,1.2232739567792918,0.6526766470866278,0.697136049168563,1.991988055992194,2.776468404185892,0.7590920016628746,0.01389112891797612,0.6407027120505784,,,,,6.886666666666667,7.0
primary,C,Ridge,150,0.20892826503985226,0.17666871478959975,0.13805652374279118,0.43558054731577756,0.3507433429190778,0.9610171768700214,0.9762747950778786,2.7623595351127506,2.776468404185892,0.9921115287652505,0.007381669992019001,0.9775399773508942,,,,,1.6133333333333333,2.0
primary,C,SVR,150,2.4938052312977796,1.8986289835099925,2.1997819940216954,1.448009622708854,1.0427627868349645,0.7307184627823817,0.7343066799327,1.7038424078416088,2.776468404185892,0.6466282225109429,0.018958053979026772,0.5888550165413374,,,,,6.113333333333333,6.0
primary,C,XGBoost,150,3.663627884940046,2.777184597449673,3.320365328463407,1.7892556748161803,1.3868348640898227,0.4428955349472583,0.5989559579421189,2.431424593925476,2.776468404185892,0.9310485411795068,0.01116390457598044,0.7112596891990818,,,,,8.6,9.0
primary,D,CatBoost,150,1.8087386766095028,1.462484974361911,1.3059637036566036,1.2632391736016169,0.971849907113243,0.8260255824743313,0.8313838141200358,2.318867761692314,3.0596093766592527,0.7754226427943856,0.019968375246059097,0.7214069331778231,,,,,5.413333333333333,5.0
primary,D,FixedRidgeLambda1,150,0.08367522964195594,0.0727196082708741,0.04798922880939827,0.27781223179133485,0.22414839999334404,0.9899335129193254,0.9909384097307716,3.056281824940589,3.0596093766592527,1.0016022136416578,0.0181675207228449,0.997700534817685,,,,,1.6133333333333333,2.0
primary,D,KNN,150,3.2462329542960457,3.0350680671549277,2.095076396832942,1.707226710071678,1.356572946538554,0.6863697286527487,0.6956340285695186,2.0339441117964623,3.0596093766592527,0.681712839603219,0.01026569084508656,0.5858299909695323,,,,,8.986666666666666,9.0
primary,D,LightGBM,150,1.825841716237361,1.6195833667241981,0.9871131522666002,1.3036423852162402,1.0237185953305958,0.807508299033795,0.8161289274214254,2.7137269617994537,3.0596093766592527,0.902924917721171,0.02956835236040799,0.8193729485230711,,,,,6.173333333333333,6.0
primary,D,LinearRegression,150,0.0844619146097638,0.0737375998934085,0.04877577514586416,0.2790996234533224,0.22517705207515784,0.9897925513606951,0.9912455340967972,3.0770450512753444,3.0596093766592527,1.0083330214712598,0.018539504545658416,1.0044085422506113,,,,,1.8066666666666666,2.0
primary,D,MLP,150,0.7303893856543641,0.7301066506681217,0.24920964682795918,0.8419084827944804,0.6578362037633516,0.8955565948802121,0.9260177752311967,3.160262207746436,3.0596093766592527,1.0450884340413693,0.018893678996659228,0.999844483326844,,,,,4.773333333333333,4.0
primary,D,MODEL3-ICL-MC,147,0.1321384223966526,0.1156511374291071,0.0984729269679831,0.34176371329649874,0.27548180814442225,0.9853299556237319,0.9870755332266422,3.0191852951286946,3.0382290069470073,0.9976130159946366,0.02408387207285268,0.9918991060463493,,,,,2.5714285714285716,3.0
primary,D,RandomForest,150,2.717550387227162,2.2376107005975867,1.930269853965658,1.544846811852549,1.2185886336709886,0.7427259316910639,0.7494069359924385,2.177614248761065,3.0596093766592527,0.7296521727322487,0.03462363563561613,0.6476961516233519,,,,,7.726666666666667,8.0
primary,D,Ridge,150,0.08367522964195594,0.0727196082708741,0.04798922880939827,0.27781223179133485,0.22414839999334404,0.9899335129193254,0.9909384097307716,3.056281824940589,3.0596093766592527,1.0016022136416578,0.0181675207228449,0.997700534817685,,,,,1.6133333333333333,2.0
primary,D,SVR,150,2.517004599962528,2.110352908459337,1.9049098920991798,1.4769314783189642,1.051743506557113,0.7713955183394985,0.7816732474073356,1.9774763247958693,3.0596093766592527,0.6709507037447551,-0.015541574418664125,0.6226107548746047,,,,,7.166666666666667,7.0
primary,D,XGBoost,150,2.9402745883339487,2.6155132850855187,1.820193603375062,1.6312380552537527,1.29112703241534,0.7049825624511568,0.7208564600518247,2.5136888949076335,3.0596093766592527,0.8377978137151658,0.01960230233497704,0.7134944912736053,,,,,8.62,9.0
