suite_family,prior_regime,p_total_quartile,n_train_quartile,method,valid_count,mean_mse_betaX,mean_r2_betaX,mean_rank_mse_betaX
ood_primary,E,Q3,Q3,FixedRidgeLambda1,6,0.08263027567122196,0.9952112470170684,1.6666666666666667
ood_primary,E,Q3,Q3,KNN,6,6.756914756530332,0.617837172375732,8.833333333333334
ood_primary,E,Q3,Q3,LightGBM,6,4.961264102892495,0.7166478905087428,6.333333333333333
ood_primary,E,Q3,Q3,LinearRegression,6,0.08113539865729859,0.995297094772608,1.3333333333333333
ood_primary,E,Q3,Q3,MLP,6,0.8870805800831972,0.9497785924444077,4.0
ood_primary,E,Q3,Q3,MODEL3-ICL-MC,6,0.1310551373595334,0.9925278492784742,3.0
ood_primary,E,Q3,Q3,RandomForest,6,5.704263168154722,0.6743452525868926,7.666666666666667
ood_primary,E,Q3,Q3,Ridge,6,0.08263027567122196,0.9952112470170684,1.6666666666666667
ood_primary,E,Q3,Q3,SVR,6,6.214889731665235,0.6526420304316466,7.833333333333333
ood_primary,E,Q3,Q3,XGBoost,6,6.736901407391142,0.6152807542675257,9.333333333333334
ood_primary,E,Q3,Q4,CatBoost,3,1.6770733404947287,0.6821328592049243,5.333333333333333
ood_primary,E,Q3,Q4,FixedRidgeLambda1,3,0.045455826451166435,0.9914254922024438,1.3333333333333333
ood_primary,E,Q3,Q4,KNN,3,2.354530723330104,0.5512783787863617,9.0
ood_primary,E,Q3,Q4,LightGBM,3,1.9457122835433047,0.6317944373794938,7.666666666666667
ood_primary,E,Q3,Q4,LinearRegression,3,0.04620861622017236,0.9912835852141137,2.3333333333333335
ood_primary,E,Q3,Q4,MLP,3,0.7279713905739983,0.861566413052702,4.0
ood_primary,E,Q3,Q4,MODEL3-ICL-MC,3,0.07961733587676693,0.9848838655445235,2.3333333333333335
ood_primary,E,Q3,Q4,RandomForest,3,2.157617894478849,0.5898392941633243,8.0
ood_primary,E,Q3,Q4,Ridge,3,0.045455826451166435,0.9914254922024438,1.3333333333333333
ood_primary,E,Q3,Q4,SVR,3,1.7774968508377744,0.6639224719987967,5.666666666666667
ood_primary,E,Q3,Q4,XGBoost,3,2.277507408378421,0.5682280828398015,9.333333333333334
ood_primary,E,Q4,Q1,CatBoost,6,3.6631334397426483,0.6844600255999778,5.666666666666667
ood_primary,E,Q4,Q1,FixedRidgeLambda1,6,0.07311817777949342,0.9927601159777946,1.6666666666666667
ood_primary,E,Q4,Q1,KNN,6,5.376722761351169,0.5273957617147998,8.5
ood_primary,E,Q4,Q1,LightGBM,6,4.440517605300298,0.6062336631636737,6.833333333333333
ood_primary,E,Q4,Q1,LinearRegression,6,0.07323738437595094,0.9927762158907787,1.3333333333333333
ood_primary,E,Q4,Q1,MLP,6,0.823184200368627,0.9250997405529408,4.0
ood_primary,E,Q4,Q1,MODEL3-ICL-MC,6,0.17440446512868443,0.9839761331133245,3.0
ood_primary,E,Q4,Q1,RandomForest,6,5.109023346132231,0.5569786707864267,7.666666666666667
ood_primary,E,Q4,Q1,Ridge,6,0.07311817777949342,0.9927601159777946,1.6666666666666667
ood_primary,E,Q4,Q1,SVR,6,4.871955921921503,0.5898826438598891,7.166666666666667
ood_primary,E,Q4,Q1,XGBoost,6,6.078644398181496,0.46917984795278694,9.166666666666666
ood_primary,E,Q4,Q2,CatBoost,12,4.760087095759563,0.6917360430687925,5.416666666666667
ood_primary,E,Q4,Q2,FixedRidgeLambda1,12,0.06806618925374737,0.9953982210630592,1.6666666666666667
ood_primary,E,Q4,Q2,KNN,12,7.358870136849066,0.5125134412001149,8.75
ood_primary,E,Q4,Q2,LightGBM,12,5.403033631939562,0.6466344693603552,6.416666666666667
ood_primary,E,Q4,Q2,LinearRegression,12,0.06568442548934125,0.9955360448924893,1.3333333333333333
ood_primary,E,Q4,Q2,MLP,12,0.7746035899203644,0.9458005691189179,4.0
ood_primary,E,Q4,Q2,MODEL3-ICL-MC,12,0.2024101439588766,0.9858831162099593,3.0
ood_primary,E,Q4,Q2,RandomForest,12,6.973677119423599,0.5391943016534587,8.416666666666666
ood_primary,E,Q4,Q2,Ridge,12,0.06806618925374737,0.9953982210630592,1.6666666666666667
ood_primary,E,Q4,Q2,SVR,12,6.509085949482131,0.5879500181670418,7.666666666666667
ood_primary,E,Q4,Q2,XGBoost,12,6.820814944423643,0.5418671316835865,8.333333333333334
ood_primary,E,Q4,Q3,AutoGluon,2,1.6576095753911835,0.7877751014731209,5.0
ood_primary,E,Q4,Q3,CatBoost,9,3.475528616341544,0.6938851185383138,5.555555555555555
ood_primary,E,Q4,Q3,FixedRidgeLambda1,9,0.0794308365091408,0.9891065694699227,1.2222222222222223
ood_primary,E,Q4,Q3,KNN,9,5.6989123515372215,0.5160681824766834,9.333333333333334
ood_primary,E,Q4,Q3,LightGBM,9,3.7768058794083603,0.6589207078210372,6.444444444444445
ood_primary,E,Q4,Q3,LinearRegression,9,0.08061179568966544,0.9889455399925142,1.7777777777777777
ood_primary,E,Q4,Q3,MLP,9,0.9677139307900122,0.8960329142205874,4.0
ood_primary,E,Q4,Q3,MODEL3-ICL-MC,9,0.22819822313137383,0.9731937910428433,3.0
ood_primary,E,Q4,Q3,RandomForest,9,4.608138158032725,0.5979244163292672,7.777777777777778
ood_primary,E,Q4,Q3,Ridge,9,0.0794308365091408,0.9891065694699227,1.2222222222222223
ood_primary,E,Q4,Q3,SVR,9,5.182542250188536,0.5930458808940782,8.0
ood_primary,E,Q4,Q3,XGBoost,9,5.4973766602568706,0.5388035729451028,9.222222222222221
ood_primary,E,Q4,Q4,CatBoost,12,3.5033848625389017,0.7189925795692522,5.75
ood_primary,E,Q4,Q4,FixedRidgeLambda1,12,0.09727802615070824,0.9912797522170965,1.4166666666666667
ood_primary,E,Q4,Q4,KNN,12,6.220566607870841,0.5016188270762105,9.583333333333334
ood_primary,E,Q4,Q4,LightGBM,12,3.7003409642470912,0.6998223553337719,6.5
ood_primary,E,Q4,Q4,LinearRegression,12,0.09800128286022237,0.9911976571323886,1.5833333333333333
ood_primary,E,Q4,Q4,MLP,12,0.7138960156438774,0.9370078363401725,4.0
ood_primary,E,Q4,Q4,MODEL3-ICL-MC,12,0.17034351583163834,0.9850057035899802,3.0
ood_primary,E,Q4,Q4,RandomForest,12,5.006598429233923,0.6110044965532185,7.916666666666667
ood_primary,E,Q4,Q4,Ridge,12,0.09727802615070824,0.9912797522170965,1.4166666666666667
ood_primary,E,Q4,Q4,SVR,12,4.155542622463467,0.6678424698053962,6.75
ood_primary,E,Q4,Q4,XGBoost,12,5.186946782246211,0.5936687785716455,8.5
ood_primary,F,Q1,Q1,CatBoost,6,0.2743167804450633,0.6118926012266626,5.5
ood_primary,F,Q1,Q1,FixedRidgeLambda1,6,0.05296763292305651,0.9249010763075951,1.3333333333333333
ood_primary,F,Q1,Q1,KNN,6,0.44652457564125836,0.47127319562747955,8.0
ood_primary,F,Q1,Q1,LightGBM,6,0.4735603190232797,0.2926953557950028,8.0
ood_primary,F,Q1,Q1,LinearRegression,6,0.05491972440488535,0.9244659379173866,1.8333333333333333
ood_primary,F,Q1,Q1,MLP,6,0.6330363766936574,-0.15440583743480074,9.666666666666666
ood_primary,F,Q1,Q1,MODEL3-ICL-MC,6,0.07058005307670713,0.8888797357274111,2.8333333333333335
ood_primary,F,Q1,Q1,RandomForest,6,0.2013723252709688,0.729555167135417,4.166666666666667
ood_primary,F,Q1,Q1,Ridge,6,0.05296763292305651,0.9249010763075951,1.3333333333333333
ood_primary,F,Q1,Q1,SVR,6,0.2740741719507996,0.6321134545324659,5.333333333333333
ood_primary,F,Q1,Q1,XGBoost,6,0.4603571651108717,0.29509243278603703,8.333333333333334
ood_primary,F,Q1,Q2,CatBoost,12,0.241951318554156,0.45490338187580476,5.833333333333333
ood_primary,F,Q1,Q2,FixedRidgeLambda1,12,0.037961149825927826,0.49425102134412846,1.5
ood_primary,F,Q1,Q2,KNN,12,0.5124165680768075,0.36295483647757965,8.083333333333334
ood_primary,F,Q1,Q2,LightGBM,12,0.33615560635878006,0.4356546298337099,7.833333333333333
ood_primary,F,Q1,Q2,LinearRegression,12,0.03793317773872413,0.494260208773823,2.0
ood_primary,F,Q1,Q2,MLP,12,0.6795299448647625,0.4098635652872884,8.916666666666666
ood_primary,F,Q1,Q2,MODEL3-ICL-MC,12,0.04602074665021452,0.4931131117812681,2.5
ood_primary,F,Q1,Q2,RandomForest,12,0.14716226936014545,0.46757681247394345,4.25
ood_primary,F,Q1,Q2,Ridge,12,0.037961149825927826,0.49425102134412846,1.5
ood_primary,F,Q1,Q2,SVR,12,0.29155088559965153,0.43212065733824384,6.25
ood_primary,F,Q1,Q2,XGBoost,12,0.36029822596066235,0.42250766173067267,7.833333333333333
ood_primary,F,Q1,Q3,CatBoost,21,0.2854536087635316,0.16887126706122182,6.809523809523809
ood_primary,F,Q1,Q3,FixedRidgeLambda1,21,0.04471295309130264,0.2730738098349918,1.4761904761904763
ood_primary,F,Q1,Q3,KNN,21,0.7788174713705447,0.12792372654915618,6.809523809523809
ood_primary,F,Q1,Q3,LightGBM,21,0.4051617621810967,0.10488198669262874,8.19047619047619
ood_primary,F,Q1,Q3,LinearRegression,21,0.04572341924751722,0.2729806463237234,2.2857142857142856
ood_primary,F,Q1,Q3,MLP,21,0.7395860087478626,0.024543425457239178,9.476190476190476
ood_primary,F,Q1,Q3,MODEL3-ICL-MC,21,0.05211259211716367,0.2732245014631199,2.238095238095238
ood_primary,F,Q1,Q3,RandomForest,21,0.16431109620787573,0.2157787507051554,4.523809523809524
ood_primary,F,Q1,Q3,Ridge,21,0.04471295309130264,0.2730738098349918,1.4761904761904763
ood_primary,F,Q1,Q3,SVR,21,0.5123309001749947,0.1758776876788365,5.190476190476191
ood_primary,F,Q1,Q3,XGBoost,21,0.38587873181639637,0.11408527603141887,8.0
ood_primary,F,Q1,Q4,CatBoost,12,0.22879378123031083,0.2252944069566368,6.0
ood_primary,F,Q1,Q4,FixedRidgeLambda1,12,0.06676879338630884,0.24229816392391015,1.5
ood_primary,F,Q1,Q4,KNN,12,0.38624119956229747,0.18199019177077289,7.25
ood_primary,F,Q1,Q4,LightGBM,12,0.35093880997980254,0.21318810325965018,7.833333333333333
ood_primary,F,Q1,Q4,LinearRegression,12,0.06813853253758191,0.24204429725856533,2.3333333333333335
ood_primary,F,Q1,Q4,MLP,12,0.7985249424969867,0.19760033863531665,9.666666666666666
ood_primary,F,Q1,Q4,MODEL3-ICL-MC,12,0.07547070599972884,0.2424512707490243,2.5833333333333335
ood_primary,F,Q1,Q4,RandomForest,12,0.13697216534875523,0.23371262986258376,4.083333333333333
ood_primary,F,Q1,Q4,Ridge,12,0.06676879338630884,0.24229816392391015,1.5
ood_primary,F,Q1,Q4,SVR,12,0.25261132966949784,0.2111598687976534,5.833333333333333
ood_primary,F,Q1,Q4,XGBoost,12,0.3406602822511693,0.21549770790748327,7.916666666666667
ood_primary,F,Q2,Q1,CatBoost,21,0.22041716870770442,0.2551546499667746,5.666666666666667
ood_primary,F,Q2,Q1,FixedRidgeLambda1,21,0.08151002935075959,0.26868196911808473,1.4761904761904763
ood_primary,F,Q2,Q1,KNN,21,0.6786160318593779,0.1790511510410265,7.380952380952381
ood_primary,F,Q2,Q1,LightGBM,21,0.41113958616325047,0.2301171515223124,8.142857142857142
ood_primary,F,Q2,Q1,LinearRegression,21,0.08229202051908363,0.2684810177698775,2.2857142857142856
ood_primary,F,Q2,Q1,MLP,21,0.7078767442231332,0.16131382370221864,9.571428571428571
ood_primary,F,Q2,Q1,MODEL3-ICL-MC,21,0.11170988607243591,0.27117189166283884,3.0952380952380953
ood_primary,F,Q2,Q1,RandomForest,21,0.15229361590111268,0.2630716557770817,3.7142857142857144
ood_primary,F,Q2,Q1,Ridge,21,0.08151002935075959,0.26868196911808473,1.4761904761904763
ood_primary,F,Q2,Q1,SVR,21,0.42131327080068964,0.22658548306190468,5.619047619047619
ood_primary,F,Q2,Q1,XGBoost,21,0.4331474752015275,0.2248412096372599,8.047619047619047
ood_primary,F,Q2,Q2,CatBoost,18,0.21152003663275218,-0.723693357284835,6.0
ood_primary,F,Q2,Q2,FixedRidgeLambda1,18,0.07870535930082148,0.00837706522009898,1.3888888888888888
ood_primary,F,Q2,Q2,KNN,18,0.38397054259539193,-1.1242943399499463,7.666666666666667
ood_primary,F,Q2,Q2,LightGBM,18,0.36460587351397894,-1.5679307184733706,7.944444444444445
ood_primary,F,Q2,Q2,LinearRegression,18,0.07912143286053971,0.002623253413238263,2.0555555555555554
ood_primary,F,Q2,Q2,MLP,18,0.6149643665774325,-4.258667608193073,9.38888888888889
ood_primary,F,Q2,Q2,MODEL3-ICL-MC,18,0.09795853144687593,-0.049569356771788725,2.888888888888889
ood_primary,F,Q2,Q2,RandomForest,18,0.1319711724832517,-0.1525901640708434,3.888888888888889
ood_primary,F,Q2,Q2,Ridge,18,0.07870535930082148,0.00837706522009898,1.3888888888888888
ood_primary,F,Q2,Q2,SVR,18,0.23329574577445655,-0.6643786287224079,5.944444444444445
ood_primary,F,Q2,Q2,XGBoost,18,0.3548007227539103,-1.5412276983829283,7.833333333333333
ood_primary,F,Q2,Q3,CatBoost,3,0.28196987875910373,0.5472748344957087,5.333333333333333
ood_primary,F,Q2,Q3,FixedRidgeLambda1,3,0.05788588558315407,0.9068917684396927,2.3333333333333335
ood_primary,F,Q2,Q3,KNN,3,0.5392984084697225,0.131859919796684,8.666666666666666
ood_primary,F,Q2,Q3,LightGBM,3,0.4221091758332077,0.32070436585114753,7.333333333333333
ood_primary,F,Q2,Q3,LinearRegression,3,0.056736087406590835,0.908743129185876,1.3333333333333333
ood_primary,F,Q2,Q3,MLP,3,0.7776968152431495,-0.24985184929305615,10.0
ood_primary,F,Q2,Q3,MODEL3-ICL-MC,3,0.0703924633381538,0.8867768389975538,2.3333333333333335
ood_primary,F,Q2,Q3,RandomForest,3,0.21621781771994283,0.6526766818290378,4.0
ood_primary,F,Q2,Q3,Ridge,3,0.05788588558315407,0.9068917684396927,2.3333333333333335
ood_primary,F,Q2,Q3,SVR,3,0.32155805023299555,0.4829535808134498,6.0
ood_primary,F,Q2,Q3,XGBoost,3,0.46452042943840555,0.25575825142213443,7.666666666666667
ood_primary,F,Q2,Q4,CatBoost,3,0.3470582959685203,0.9666185840460305,6.333333333333333
ood_primary,F,Q2,Q4,FixedRidgeLambda1,3,0.0282520770239735,0.9972154637246761,2.0
ood_primary,F,Q2,Q4,KNN,3,2.4402092646152997,0.7649479636531668,10.0
ood_primary,F,Q2,Q4,LightGBM,3,0.401688168456976,0.9605908917114473,6.666666666666667
ood_primary,F,Q2,Q4,LinearRegression,3,0.027192155344904632,0.99732749780509,1.6666666666666667
ood_primary,F,Q2,Q4,MLP,3,0.44361695094622333,0.9571491577241935,7.333333333333333
ood_primary,F,Q2,Q4,MODEL3-ICL-MC,3,0.057175906942574635,0.9940481777133926,2.3333333333333335
ood_primary,F,Q2,Q4,RandomForest,3,0.16205404278981297,0.9842132933738615,4.0
ood_primary,F,Q2,Q4,Ridge,3,0.0282520770239735,0.9972154637246761,2.0
ood_primary,F,Q2,Q4,SVR,3,0.9667730115432475,0.9079933232526157,9.0
ood_primary,F,Q2,Q4,XGBoost,3,0.34689966003265976,0.9668628459735601,5.666666666666667
ood_primary,F,Q3,Q1,CatBoost,6,0.1308225565860304,0.0,5.833333333333333
ood_primary,F,Q3,Q1,FixedRidgeLambda1,6,0.06530309176577585,0.0,1.3333333333333333
ood_primary,F,Q3,Q1,KNN,6,0.16219892697035102,0.0,6.666666666666667
ood_primary,F,Q3,Q1,LightGBM,6,0.3091315179099912,0.0,8.5
ood_primary,F,Q3,Q1,LinearRegression,6,0.06633786628380221,0.0,2.3333333333333335
ood_primary,F,Q3,Q1,MLP,6,0.5515747183007408,0.0,10.0
ood_primary,F,Q3,Q1,MODEL3-ICL-MC,6,0.10808677975664875,0.0,4.666666666666667
ood_primary,F,Q3,Q1,RandomForest,6,0.08009872303366207,0.0,2.6666666666666665
ood_primary,F,Q3,Q1,Ridge,6,0.06530309176577585,0.0,1.3333333333333333
ood_primary,F,Q3,Q1,SVR,6,0.11317061105522386,0.0,4.666666666666667
ood_primary,F,Q3,Q1,XGBoost,6,0.26177065069595934,0.0,8.333333333333334
ood_primary,F,Q3,Q2,CatBoost,3,0.19411670628460942,0.8876843320122302,5.0
ood_primary,F,Q3,Q2,FixedRidgeLambda1,3,0.052385611884351264,0.9689942596239504,1.6666666666666667
