n_train,prior_regime,method,valid_count,n_holdout,mean_mse_betaX,median_mse_betaX,std_mse_betaX,mean_rmse_betaX,mean_r2_betaX,mean_rank_mse_betaX,mean_context_window_size,mean_context_windows,base25_mse,base25_rmse,base25_r2,mse_improvement_vs_25,rmse_improvement_vs_25,r2_improvement_vs_25,relative_mse_improvement_pct,is_tabpfn_anchor
131,G,CatBoost,6,33,44.01431469685044,21.782217440971056,54.97621714598032,5.517076342874532,-9.716455731689924,4.166666666666667,,,,,,,,,,False
131,G,FixedRidgeLambda1,6,33,20.25393667555832,20.353457354335426,17.03426897032807,4.069789773563973,-3.627968242710377,2.8333333333333335,,,,,,,,,,False
131,G,KNN,6,33,38.54976361257104,22.359379910785464,40.01581015657843,5.64402839300389,-7.401672607956718,5.5,,,,,,,,,,False
131,G,LightGBM,6,33,105.6385844954466,73.69597284999995,110.13161498025045,8.974201233885495,-24.474040599020228,7.833333333333333,,,,,,,,,,False
131,G,LinearRegression,6,33,20.474061927173313,20.579446253709886,17.17580131721883,4.094819495371961,-3.674124735018348,3.8333333333333335,,,,,,,,,,False
131,G,MLP,6,33,231.01371877186975,184.3338394425122,210.66505524741214,13.75065876250541,-52.10288192944307,9.666666666666666,,,,,,,,,,False
131,G,MODEL3-ICL-MC,6,33,27.11759636319803,26.52715398815846,18.224326171949613,4.9209256113496105,-4.6877077443115605,5.5,200.0,5.0,,,,,,,,False
131,G,RandomForest,6,33,71.22365173633655,32.05785056648363,86.66082984373321,7.063686098171256,-15.813546378169681,6.333333333333333,,,,,,,,,,False
131,G,Ridge,6,33,20.25393667555832,20.353457354335426,17.03426897032807,4.069789773563973,-3.627968242710377,2.8333333333333335,,,,,,,,,,False
131,G,SVR,6,33,3.0949212223502527,3.009229202140952,2.2404064076264927,1.646083711334725,0.6907159020114508,2.1666666666666665,,,,,,,,,,False
131,G,XGBoost,6,33,486.72927078599713,27.16879389744896,817.9430141354323,14.985460857849487,-120.56648624275935,7.166666666666667,,,,,,,,,,False
133,A,CatBoost,3,33,0.602110420330377,0.4635634888177775,0.2606182032656483,0.7647757625184858,0.8905005310612056,4.0,,,,,,,,,,False
133,A,FixedRidgeLambda1,3,33,0.028295694317409133,0.0162856690249265,0.02139131306831419,0.16091691658088528,0.9950349681214115,2.0,,,,,,,,,,False
133,A,KNN,3,33,1.283139188499293,1.127032164951225,0.35538237160201125,1.125898953976525,0.7626393217604549,9.333333333333334,,,,,,,,,,False
133,A,LightGBM,3,33,0.9701323864082759,0.9177116641158144,0.3705565395523386,0.9729172804028036,0.8216497514886386,7.333333333333333,,,,,,,,,,False
133,A,LinearRegression,3,33,0.024232177396941168,0.0140099200170944,0.018428649247324787,0.1488303305665176,0.9957504684559829,1.0,,,,,,,,,,False
133,A,MLP,3,33,0.8086955977896446,0.7769656898435165,0.2452379393890041,0.8923888895902478,0.8502406946501438,6.333333333333333,,,,,,,,,,False
133,A,MODEL3-ICL-MC,3,33,0.06152798448528867,0.0468923135051955,0.04280548324692211,0.23833876951302813,0.989078589702152,3.0,200.0,5.0,,,,,,,,False
133,A,RandomForest,3,33,0.7801499488282501,0.7348140021535758,0.15489654588916674,0.8804418665763357,0.8543865445242752,6.333333333333333,,,,,,,,,,False
133,A,Ridge,3,33,0.028295694317409133,0.0162856690249265,0.02139131306831419,0.16091691658088528,0.9950349681214115,2.0,,,,,,,,,,False
133,A,SVR,3,33,0.9683857894932034,0.6187201436222831,0.7630469923432406,0.9366127361668731,0.8302653281679099,6.666666666666667,,,,,,,,,,False
133,A,XGBoost,3,33,1.1609022015537018,1.1518483147436989,0.24532753846546462,1.073408862629534,0.7837657298618591,9.0,,,,,,,,,,False
133,D,CatBoost,3,33,1.7255275625222464,1.6489678804794927,0.5158720309323637,1.3038627621116259,0.7831515361632969,5.666666666666667,,,,,,,,,,False
133,D,FixedRidgeLambda1,3,33,0.057166469473936866,0.0565006345598775,0.011313632362403089,0.23831195675007363,0.9924076888985431,1.6666666666666667,,,,,,,,,,False
133,D,KNN,3,33,3.0172656901679904,2.809422261850057,1.3864388594046433,1.7060101854905148,0.6371715032558963,9.0,,,,,,,,,,False
133,D,LightGBM,3,33,2.009643015184636,1.976478482413052,0.20907110105135063,1.4163514016310244,0.7342075555052127,6.666666666666667,,,,,,,,,,False
133,D,LinearRegression,3,33,0.0555930504411134,0.054030476651106,0.01500581652095609,0.23434784721019844,0.992658322907403,1.3333333333333333,,,,,,,,,,False
133,D,MLP,3,33,0.971053597064639,0.8379921529036327,0.27565795425310835,0.9791817223295607,0.8688639286600216,4.0,,,,,,,,,,False
133,D,MODEL3-ICL-MC,3,33,0.18783044043717997,0.206448186127163,0.03523539397892894,0.4320389403332643,0.9754941687300863,3.0,200.0,5.0,,,,,,,,False
133,D,RandomForest,3,33,2.652477167846686,2.5007341060018016,0.5193541953546794,1.6235858796684433,0.6524978959309684,8.666666666666666,,,,,,,,,,False
133,D,Ridge,3,33,0.057166469473936866,0.0565006345598775,0.011313632362403089,0.23831195675007363,0.9924076888985431,1.6666666666666667,,,,,,,,,,False
133,D,SVR,3,33,1.7039088432524843,1.7071970527432985,0.6046214711896163,1.2910423094272085,0.7892072804964015,6.0,,,,,,,,,,False
133,D,XGBoost,3,33,2.7733034378299712,2.7820352259356693,0.4367559700229431,1.6618466025129084,0.608627567831156,9.0,,,,,,,,,,False
134,A,CatBoost,3,34,1.5240248499241027,1.3423968984135852,0.6426008860762273,1.2168205208439198,0.8612551183281311,5.333333333333333,,,,,,,,,,False
134,A,FixedRidgeLambda1,3,34,0.0822809339397962,0.0662228048383224,0.04316787912905577,0.28062661708555253,0.9924167343530458,1.6666666666666667,,,,,,,,,,False
134,A,KNN,3,34,3.4210316922682904,3.237650458389421,0.9584069194357586,1.837692894777075,0.685426365739844,10.0,,,,,,,,,,False
134,A,LightGBM,3,34,1.7771002875466726,1.6206401828366104,0.5238160246371832,1.3237712820199625,0.8364141083526045,6.333333333333333,,,,,,,,,,False
134,A,LinearRegression,3,34,0.0820287314468464,0.0694768230341226,0.04584007906685832,0.27909029504420124,0.9924081917486443,2.0,,,,,,,,,,False
134,A,MLP,3,34,1.005299305258648,1.1872787637516553,0.4090883408763799,0.9862903460277366,0.9097825788898475,4.0,,,,,,,,,,False
134,A,MODEL3-ICL-MC,3,34,0.11258322156939717,0.1390105207872944,0.07466515587710147,0.3179691562096991,0.9891611410768015,2.3333333333333335,200.0,5.0,,,,,,,,False
134,A,RandomForest,3,34,2.2219456036025065,2.1450589509399074,0.746215372013168,1.4764754009360104,0.797131340921319,7.333333333333333,,,,,,,,,,False
134,A,Ridge,3,34,0.0822809339397962,0.0662228048383224,0.04316787912905577,0.28062661708555253,0.9924167343530458,1.6666666666666667,,,,,,,,,,False
134,A,SVR,3,34,2.9975931691500204,2.782507570587001,1.1677406405770476,1.7096077129447265,0.7271552592739886,8.666666666666666,,,,,,,,,,False
134,A,XGBoost,3,34,2.345769535466559,2.234971724960631,0.7587518723681237,1.5182756177656467,0.7858002019929818,7.333333333333333,,,,,,,,,,False
134,E,CatBoost,3,33,0.48992518602784846,0.5005900096244379,0.04911164926195647,0.6993493941430121,0.6468278912525686,5.333333333333333,,,,,,,,,,False
134,E,FixedRidgeLambda1,3,33,0.0388078280562261,0.0317226211659674,0.015574572696108895,0.19453045990591245,0.9703815449176557,1.6666666666666667,,,,,,,,,,False
134,E,KNN,3,33,0.5316902631971949,0.6288091908104256,0.169718605725177,0.7221515256805754,0.6085308940226951,6.0,,,,,,,,,,False
134,E,LightGBM,3,33,0.9103321285571221,0.8960017026339493,0.10115079340911973,0.953139263858774,0.33925563149921123,9.333333333333334,,,,,,,,,,False
134,E,LinearRegression,3,33,0.0385897707821629,0.0324062263347934,0.016028946111888483,0.19377895035847348,0.9704925341356566,2.0,,,,,,,,,,False
134,E,MLP,3,33,1.0836378043427874,0.9073728176238384,0.34944846715368016,1.0325324043148656,0.1814960620603845,9.666666666666666,,,,,,,,,,False
134,E,MODEL3-ICL-MC,3,33,0.050149500476372205,0.0314463208686923,0.03472256223853686,0.21578600325603073,0.9605387006824886,2.3333333333333335,200.0,5.0,,,,,,,,False
134,E,RandomForest,3,33,0.42522019996418114,0.4254413474295808,0.05785432777468529,0.6510768958087061,0.6863806810941129,5.0,,,,,,,,,,False
134,E,Ridge,3,33,0.0388078280562261,0.0317226211659674,0.015574572696108895,0.19453045990591245,0.9703815449176557,1.6666666666666667,,,,,,,,,,False
134,E,SVR,3,33,0.564778924000999,0.5378439057628668,0.3165374462059896,0.7304230167461755,0.5969477455427757,6.0,,,,,,,,,,False
134,E,XGBoost,3,33,0.6728182794858735,0.6558915865459266,0.052310333215410225,0.8198480489310835,0.5053518046758754,7.666666666666667,,,,,,,,,,False
134,F,CatBoost,3,33,0.09923704921566423,0.0881426564144282,0.03547722884908827,0.3117991351424236,0.0,3.6666666666666665,,,,,,,,,,False
134,F,FixedRidgeLambda1,3,33,0.07245932672787721,0.0565582978284069,0.040893907816270315,0.26245544750189725,0.0,1.6666666666666667,,,,,,,,,,False
134,F,KNN,3,33,0.14275276280989188,0.1407835503132121,0.01597008508598766,0.3774348116107138,0.0,6.0,,,,,,,,,,False
134,F,LightGBM,3,33,0.2929874435648569,0.3425562722962028,0.09863366165059079,0.5354465435308913,0.0,8.333333333333334,,,,,,,,,,False
134,F,LinearRegression,3,33,0.07384095678341034,0.0579531923170482,0.041417941653964944,0.2650188024247815,0.0,2.6666666666666665,,,,,,,,,,False
134,F,MLP,3,33,0.6304699637566764,0.6829592204562157,0.12078522939766478,0.791437912091808,0.0,10.0,,,,,,,,,,False
134,F,MODEL3-ICL-MC,3,33,0.19584049356841451,0.1673675403666284,0.07350405514006637,0.43763033047933636,0.0,7.333333333333333,200.0,5.0,,,,,,,,False
134,F,RandomForest,3,33,0.053433021229392606,0.0519310556926378,0.01146676820535667,0.2302746392343784,0.0,2.3333333333333335,,,,,,,,,,False
134,F,Ridge,3,33,0.07245932672787721,0.0565582978284069,0.040893907816270315,0.26245544750189725,0.0,1.6666666666666667,,,,,,,,,,False
134,F,SVR,3,33,0.11732858880317455,0.1034099494726387,0.03345424373322235,0.3403313874728398,0.0,4.666666666666667,,,,,,,,,,False
134,F,XGBoost,3,33,0.2798880354287396,0.2902942082866463,0.03637568914859167,0.5282765101661347,0.0,8.333333333333334,,,,,,,,,,False
135,A,CatBoost,3,34,1.7184763757008525,1.999187430351664,0.6463388577378052,1.2929862931398632,0.8223960562658682,5.333333333333333,,,,,,,,,,False
135,A,FixedRidgeLambda1,3,34,0.07949431260173984,0.0801495229969805,0.023449211620374926,0.27983115693136223,0.9917270199695544,1.0,,,,,,,,,,False
135,A,KNN,3,34,4.016008861258023,3.45422002924638,1.4560094347405095,1.9832359005711784,0.58557269320851,10.0,,,,,,,,,,False
135,A,LightGBM,3,34,2.003794461317828,1.6156715540557416,0.7121862637387799,1.401690106404865,0.7816968312305616,6.333333333333333,,,,,,,,,,False
135,A,LinearRegression,3,34,0.08809579807749886,0.0893025302939463,0.02576275258889522,0.29461170392623104,0.9908276562687531,2.0,,,,,,,,,,False
135,A,MLP,3,34,0.9346124990194243,0.7101970216066461,0.45867590833775923,0.9488534066781495,0.8972537997192086,4.0,,,,,,,,,,False
135,A,MODEL3-ICL-MC,3,34,0.21568614063509797,0.1733995099592047,0.12172693285397299,0.4526533972775542,0.9780552003385318,3.0,200.0,5.0,,,,,,,,False
135,A,RandomForest,3,34,2.5548819637216753,2.7533822285085057,0.6838762603895026,1.5880954613986782,0.7324982679398856,7.666666666666667,,,,,,,,,,False
135,A,Ridge,3,34,0.07949431260173984,0.0801495229969805,0.023449211620374926,0.27983115693136223,0.9917270199695544,1.0,,,,,,,,,,False
135,A,SVR,3,34,2.535784822624631,2.4269863743177087,0.5152718992058996,1.5870368349658188,0.7323638127213496,7.333333333333333,,,,,,,,,,False
135,A,XGBoost,3,34,2.9075045171017657,3.083376252756606,0.4599559010619716,1.7014159929477366,0.6890192087490243,8.333333333333334,,,,,,,,,,False
137,F,CatBoost,3,34,0.39815264355010943,0.3889144115159602,0.08037381632020675,0.6288606472735022,0.966218204332582,4.666666666666667,,,,,,,,,,False
137,F,FixedRidgeLambda1,3,34,0.06094264917815103,0.0462939658724751,0.025632045333847404,0.243507134296,0.9947173469208991,2.0,,,,,,,,,,False
137,F,KNN,3,34,3.2083765058045812,3.393030318679868,0.809473141441457,1.781088645680228,0.738243822244387,10.0,,,,,,,,,,False
137,F,LightGBM,3,34,0.545890390189195,0.5707825228267236,0.08242531732568992,0.7373857269647704,0.9539935353844847,6.666666666666667,,,,,,,,,,False
137,F,LinearRegression,3,34,0.0593988320419911,0.0455953110123581,0.02517048418399562,0.2403523378165252,0.9948498865023256,1.0,,,,,,,,,,False
137,F,MLP,3,34,0.657477355622738,0.6736928209567377,0.29065405039509634,0.7964576781969891,0.9450758741961115,7.333333333333333,,,,,,,,,,False
137,F,MODEL3-ICL-MC,3,34,0.1053410571648717,0.1016426084465269,0.009961928841647903,0.3243258335897691,0.9912335063452472,3.0,200.0,5.0,,,,,,,,False
137,F,RandomForest,3,34,0.31637098724663454,0.3577698691140374,0.07727628584102034,0.5594132695141648,0.9741974207309324,4.333333333333333,,,,,,,,,,False
137,F,Ridge,3,34,0.06094264917815103,0.0462939658724751,0.025632045333847404,0.243507134296,0.9947173469208991,2.0,,,,,,,,,,False
137,F,SVR,3,34,1.9577689066542927,1.8371515372429748,0.2589432167208989,1.3972266447974124,0.8378534559911993,9.0,,,,,,,,,,False
137,F,XGBoost,3,34,0.6433417370565815,0.6369151493805404,0.11831587771929065,0.7998181558120744,0.9470963896055454,7.0,,,,,,,,,,False
137,H,CatBoost,3,34,1.3337724797837422,1.341379325895221,0.41625248743538856,1.1451729493776355,0.8666954367762981,5.666666666666667,,,,,,,,,,False
137,H,FixedRidgeLambda1,3,34,0.09575878204839429,0.0790959350260702,0.05721210966220866,0.30043299731822226,0.990374825357026,2.0,,,,,,,,,,False
137,H,KNN,3,34,2.114549317478483,2.2089154198447543,0.31026369902170975,1.4514418363544574,0.7846127921431992,8.333333333333334,,,,,,,,,,False
137,H,LightGBM,3,34,1.75734044083803,1.5157976223578589,0.46353576438383726,1.3183944245171648,0.8230080620733591,7.333333333333333,,,,,,,,,,False
137,H,LinearRegression,3,34,0.09835466790491747,0.0894808210010814,0.05654113877097019,0.3046387806250214,0.9900775729333091,1.6666666666666667,,,,,,,,,,False
137,H,MLP,3,34,0.7786700899049981,0.6621693739531799,0.22810376932911552,0.8764919636206091,0.9217491475110449,4.0,,,,,,,,,,False
137,H,MODEL3-ICL-MC,3,34,0.14608698058409872,0.147435431138332,0.019661657991301238,0.381628984800963,0.9851123718465176,2.3333333333333335,200.0,5.0,,,,,,,,False
137,H,RandomForest,3,34,1.2404308215511675,1.300388100580182,0.12802241180259064,1.112726163558679,0.8739146948656612,5.333333333333333,,,,,,,,,,False
137,H,Ridge,3,34,0.09575878204839429,0.0790959350260702,0.05721210966220866,0.30043299731822226,0.990374825357026,2.0,,,,,,,,,,False
137,H,SVR,3,34,2.3381307899058466,1.945285025476534,0.9121308164614199,1.5109239414563558,0.7659771903201439,9.333333333333334,,,,,,,,,,False
137,H,XGBoost,3,34,2.092743149996276,2.0279155466299583,0.5627833754566218,1.4379194812457043,0.7902631843763585,9.0,,,,,,,,,,False
138,B,CatBoost,3,34,1.6287721650347595,1.5057814930185884,0.37841348592146345,1.2706956221694803,0.9293452023216098,5.666666666666667,,,,,,,,,,False
138,B,FixedRidgeLambda1,3,34,0.024481526671175032,0.0173372965869523,0.021585537129337556,0.14609955227347107,0.9989000116912181,1.3333333333333333,,,,,,,,,,False
138,B,KNN,3,34,4.127798314720869,4.00928094943517,1.2776100677427153,2.0153394560574727,0.8214523686986911,8.333333333333334,,,,,,,,,,False
138,B,LightGBM,3,34,3.0144736068138456,3.0155648637957078,0.0728258618089897,1.7361394675361368,0.8695626471173922,8.333333333333334,,,,,,,,,,False
138,B,LinearRegression,3,34,0.0312663747649764,0.0233811602145664,0.025543156849082507,0.16680997575624149,0.9985981656596848,3.0,,,,,,,,,,False
138,B,MLP,3,34,0.9107863516373245,1.09735486182427,0.36687263701901573,0.9390436015227778,0.9597073906560101,4.0,,,,,,,,,,False
138,B,MODEL3-ICL-MC,3,34,0.023195394901754565,0.017873510693627,0.017856954409768783,0.14469236873979383,0.9989618333637919,1.6666666666666667,200.0,5.0,,,,,,,,False
138,B,RandomForest,3,34,1.7508462672950726,1.9524123544289969,0.5640232945630627,1.3104229141426356,0.9229511958016241,5.666666666666667,,,,,,,,,,False
138,B,Ridge,3,34,0.024481526671175032,0.0173372965869523,0.021585537129337556,0.14609955227347107,0.9989000116912181,1.3333333333333333,,,,,,,,,,False
138,B,SVR,3,34,5.370530561094744,5.157943480482079,1.189396954867268,2.3081015583922277,0.7655538147707542,10.0,,,,,,,,,,False
138,B,XGBoost,3,34,2.329851741709572,2.511401995834771,0.7860110315872543,1.51048283726335,0.8972946742968504,7.0,,,,,,,,,,False
138,E,AutoGluon,1,34,1.342922072864128,1.342922072864128,,1.1588451461969058,0.8492751895349969,5.0,,,,,,,,,,False
138,E,CatBoost,6,34,2.0099844056185883,1.729489118994141,0.8793336635018315,1.394575209040352,0.7669021013758899,5.333333333333333,,,,,,,,,,False
138,E,FixedRidgeLambda1,6,34,0.1034354028893691,0.1116471948753308,0.018840359577856645,0.32040415167627395,0.987150211992483,1.3333333333333333,,,,,,,,,,False
138,E,KNN,6,34,3.2660772204518693,3.2147319867474833,0.7162043297952688,1.7984958263096071,0.602197374307992,8.333333333333334,,,,,,,,,,False
138,E,LightGBM,6,34,3.134403178423805,3.198044085217589,0.5388228682196078,1.7648960218101575,0.6188279144527337,8.5,,,,,,,,,,False
138,E,LinearRegression,6,34,0.11102959197169925,0.1167911348378321,0.017828893675524482,0.33225697867522447,0.9862307736444224,2.3333333333333335,,,,,,,,,,False
138,E,MLP,6,34,0.9847495599406434,1.0317923538860967,0.20169393325487642,0.9878550500359923,0.8768312981566208,4.0,,,,,,,,,,False
138,E,MODEL3-ICL-MC,6,34,0.1706048011646398,0.146635678269667,0.10750424041987233,0.3955073935365267,0.9805293010621061,2.3333333333333335,200.0,5.0,,,,,,,,False
138,E,RandomForest,6,34,2.511635028805016,2.397255323790551,0.8875532621170362,1.5656989631426972,0.7076967028666051,7.0,,,,,,,,,,False
138,E,Ridge,6,34,0.1034354028893691,0.1116471948753308,0.018840359577856645,0.32040415167627395,0.987150211992483,1.3333333333333333,,,,,,,,,,False
138,E,SVR,6,34,2.961906398545852,2.7509165021107345,1.3406436783573559,1.6869043880229402,0.6603308183658161,8.0,,,,,,,,,,False
138,E,XGBoost,6,34,3.1955358387839037,3.182201393591261,1.1063391394337894,1.7640001564392886,0.6202299547032769,8.833333333333334,,,,,,,,,,False
139,B,CatBoost,3,35,11.367110258981612,11.473355393160396,0.9593371238378227,3.3694949549260236,0.7381035276474828,6.0,,,,,,,,,,False
139,B,FixedRidgeLambda1,3,35,0.145312742416302,0.1165769801222811,0.05671381798536135,0.3767056266070438,0.9966338990269209,2.0,,,,,,,,,,False
139,B,KNN,3,35,17.0746939866621,16.00274913898166,3.2172445361759685,4.120315225002888,0.6058347187950778,8.333333333333334,,,,,,,,,,False
139,B,LightGBM,3,35,8.427411153345227,8.014396795258328,2.183598392805853,2.8870104714624834,0.8051921043317011,5.0,,,,,,,,,,False
139,B,LinearRegression,3,35,0.12730431189533672,0.1109356727825233,0.04068407245522253,0.3539224584517231,0.9970543046171224,1.0,,,,,,,,,,False
139,B,MLP,3,35,0.9690687948405389,1.0232097970156462,0.4188932134432223,0.9673532104804257,0.9776223994733875,4.0,,,,,,,,,,False
139,B,MODEL3-ICL-MC,3,35,0.2834894571731951,0.2513364537869587,0.05759078809823196,0.5306924382513888,0.993455240950078,3.0,200.0,5.0,,,,,,,,False
139,B,RandomForest,3,35,15.534396176364126,15.782319856916834,1.6371535358720688,3.937666073359669,0.6419603012946186,7.333333333333333,,,,,,,,,,False
139,B,Ridge,3,35,0.145312742416302,0.1165769801222811,0.05671381798536135,0.3767056266070438,0.9966338990269209,2.0,,,,,,,,,,False
139,B,SVR,3,35,20.529178398491812,19.862169272353324,2.8564892269278865,4.523729604089464,0.5267918840383151,10.0,,,,,,,,,,False
139,B,XGBoost,3,35,16.53934902226059,16.51719464790098,1.220073061427436,4.0650143418774345,0.6193330951998183,8.333333333333334,,,,,,,,,,False
139,H,CatBoost,3,35,5.045697049593225,4.929481864491389,1.627662306658259,2.226475688088814,0.8231524361464545,5.0,,,,,,,,,,False
139,H,FixedRidgeLambda1,3,35,0.17120481024415513,0.1672424754824281,0.017090914365430105,0.41343002155547404,0.9937464727586031,2.0,,,,,,,,,,False
139,H,KNN,3,35,6.683118511135849,7.256251549342648,2.62887046762609,2.5477635765667173,0.7681964472016055,6.666666666666667,,,,,,,,,,False
139,H,LightGBM,3,35,5.940279923463859,5.966853174819083,1.8132349061294748,2.4176969473378347,0.7914728573319233,6.666666666666667,,,,,,,,,,False
139,H,LinearRegression,3,35,0.16596251215126936,0.1669145278031008,0.012757799307167328,0.407183123139007,0.9939255133409185,1.0,,,,,,,,,,False
139,H,MLP,3,35,0.8988699212881083,0.7676728859298529,0.35250063481387356,0.9365843770323586,0.9678141076264195,4.0,,,,,,,,,,False
139,H,MODEL3-ICL-MC,3,35,0.30932283191006255,0.3372484717010713,0.0955165298852478,0.5513147778907427,0.9890756190514228,3.0,200.0,5.0,,,,,,,,False
139,H,RandomForest,3,35,8.374882502992078,7.792157005203043,2.9354513794521258,2.86472228779159,0.7070560039405621,8.333333333333334,,,,,,,,,,False
139,H,Ridge,3,35,0.17120481024415513,0.1672424754824281,0.017090914365430105,0.41343002155547404,0.9937464727586031,2.0,,,,,,,,,,False
139,H,SVR,3,35,9.826163707447215,12.450425227220023,4.998646692299696,3.0482629527168243,0.663379728861295,8.666666666666666,,,,,,,,,,False
139,H,XGBoost,3,35,9.655868414047744,8.220502819076774,3.3974666732351304,3.0772165815576273,0.6609343302079099,9.666666666666666,,,,,,,,,,False
140,D,CatBoost,3,35,1.8028705542084582,1.7030179409326478,0.20741136213961464,1.3412707573541665,0.8818325327744273,5.333333333333333,,,,,,,,,,False
140,D,FixedRidgeLambda1,3,35,0.11065040157164424,0.1061792703783868,0.020128452349681834,0.3317416715673153,0.9926802765537076,1.6666666666666667,,,,,,,,,,False
140,D,KNN,3,35,4.189594838581862,4.448306209881606,0.6004132726914607,2.043189900313809,0.7256231920885364,9.333333333333334,,,,,,,,,,False
140,D,LightGBM,3,35,1.886083173873298,1.9279659893387284,0.16065116777759464,1.372502266457648,0.876959707205399,5.666666666666667,,,,,,,,,,False
140,D,LinearRegression,3,35,0.10909255846422676,0.102322699362566,0.01913457592388351,0.32947183564215704,0.9927786768003223,1.3333333333333333,,,,,,,,,,False
140,D,MLP,3,35,0.7279920458593345,0.7533962210656567,0.13957816062089015,0.8505121331048882,0.9516449004056787,4.0,,,,,,,,,,False
140,D,MODEL3-ICL-MC,3,35,0.20360900689929295,0.2119177963643141,0.046784193882554184,0.44915031632211483,0.9867209659075513,3.0,200.0,5.0,,,,,,,,False
140,D,RandomForest,3,35,2.8398248118643052,3.0249622131676825,0.9457258872331736,1.6682303411799901,0.8170286895243835,8.333333333333334,,,,,,,,,,False
140,D,Ridge,3,35,0.11065040157164424,0.1061792703783868,0.020128452349681834,0.3317416715673153,0.9926802765537076,1.6666666666666667,,,,,,,,,,False
140,D,SVR,3,35,2.764482966590753,2.811616715455379,0.1702842033797673,1.6621408798054496,0.8196307982126777,7.333333333333333,,,,,,,,,,False
140,D,XGBoost,3,35,3.3336591621996283,3.5527161775277034,0.6672411999902961,1.819381384191271,0.7846365283886229,9.0,,,,,,,,,,False
140,G,CatBoost,3,35,73.92464807962563,6.390495874743327,120.01937439268215,6.268116974769787,-9.636545621545292,4.333333333333333,,,,,,,,,,False
140,G,FixedRidgeLambda1,3,35,48.99566345762429,49.60137663569321,47.049361487605516,6.036859047537841,-6.060150565819838,3.0,,,,,,,,,,False
140,G,KNN,3,35,191.55941763143497,216.6445438568353,175.89398848701984,11.878763735354118,-26.617726784937435,8.0,,,,,,,,,,False
140,G,LightGBM,3,35,85.35094401123222,82.5307534135118,79.53729125210221,8.224510731669726,-11.275897871091672,7.0,,,,,,,,,,False
140,G,LinearRegression,3,35,49.63603865304055,50.18992018750249,47.726953550803394,6.072028230208537,-6.152583239468796,3.3333333333333335,,,,,,,,,,False
140,G,MLP,3,35,1024.5237232280358,832.4687704361733,1124.2644275769935,26.347906566836034,-146.7201437492341,10.0,,,,,,,,,,False
140,G,MODEL3-ICL-MC,3,35,77.20542640034624,98.87553546039526,68.09274487288845,7.460545540441923,-10.13775177210468,4.333333333333333,200.0,5.0,,,,,,,,False
140,G,RandomForest,3,35,115.8265525030249,8.386568302223585,190.8047398649692,7.650682040709981,-15.673076233507432,5.333333333333333,,,,,,,,,,False
140,G,Ridge,3,35,48.99566345762429,49.60137663569321,47.049361487605516,6.036859047537841,-6.060150565819838,3.0,,,,,,,,,,False
140,G,SVR,3,35,2.3236991860458636,2.208161456751577,0.28417188302967006,1.5225194668752782,0.6781781906094076,2.0,,,,,,,,,,False
140,G,XGBoost,3,35,342.3164628778176,51.76178239954378,544.5874847084939,13.499656117592588,-48.30233110410301,7.666666666666667,,,,,,,,,,False
142,B,CatBoost,6,35,3.908516721179804,3.6680053752648223,3.2098277891937173,1.8153673289805567,0.8454707937917787,6.0,,,,,,,,,,False
142,B,FixedRidgeLambda1,6,35,0.14989492559802173,0.1430942155602412,0.03403547579547007,0.3851204311945892,0.9836644678495491,1.3333333333333333,,,,,,,,,,False
