prior_regime,method,n_train,p_total,valid_count,mean_mse_betaX,mean_rmse_betaX,mean_r2_betaX,mean_prediction_std,mean_target_std,mean_variance_ratio,mean_bias,mean_slope_y_pred_vs_y_true,mean_gate,mean_latent_ridge_mse,mean_neural_mse,mean_hybrid_mse
A,CatBoost,163,14,3,8.707484337771701,2.934817893256353,0.7193564798057378,3.2508227572160684,5.542829766320888,0.5891259841168361,0.11617691666815332,0.5369170380748921,,,,
A,CatBoost,164,9,3,0.9221744909198907,0.9552881976636138,0.8447297991426956,1.841481610506289,2.45211863550418,0.7501496318694505,-0.004921047862565063,0.7047166255942606,,,,
A,CatBoost,164,10,3,2.364081653256264,1.5302994748602998,0.7312837573728644,2.0820254268689746,2.964538567294628,0.7044549168871413,-0.06288384506102997,0.6158121043319538,,,,
A,CatBoost,164,12,3,2.0598420092802665,1.4312278033206756,0.7749825815931581,2.1469515197289453,3.033821087999956,0.7091805794364133,0.02006075203692204,0.6403965034458459,,,,
A,CatBoost,165,12,3,1.4698734074520523,1.2073273715157706,0.8232805306508345,2.186332976248489,2.880009363962794,0.7591433770013766,-0.052071471093872335,0.7015496329780233,,,,
A,CatBoost,165,13,3,3.445646306188778,1.835981218225389,0.7733144287192167,2.3607736569281634,3.8616642181412426,0.6143366104898019,-0.1182689877869282,0.5769801414596575,,,,
A,CatBoost,166,10,6,1.5846017293063046,1.2429337385825623,0.8030338846256195,2.0502209047686355,2.8268214567873198,0.7263230645007477,0.029576078229152897,0.6697765291177759,,,,
A,CatBoost,167,12,3,2.0939044685755537,1.4428352604113683,0.7570239951691481,1.9158222275213461,2.926661302370485,0.65561697574166,0.17387750080377562,0.5967130742026422,,,,
A,CatBoost,167,14,3,1.5671669252965164,1.2508642034443447,0.7274660994848071,1.5406542328464308,2.4151141461663985,0.6359908263919598,-0.007126349538208454,0.5714475375213183,,,,
A,CatBoost,169,10,3,1.9534164433198449,1.3802144025335554,0.8430728593774116,2.691275589471157,3.4696700051553435,0.7813690178419254,-0.1749958190584813,0.7322750978417023,,,,
A,CatBoost,170,7,3,0.5187575270870507,0.7135522701318955,0.8880056614274282,1.9597893543793405,2.1279132196375063,0.9238492506653042,0.039781428290492166,0.8751094482405121,,,,
A,CatBoost,170,15,3,6.364454286815794,2.5140627202800423,0.7634749829986788,3.1605611314436537,5.1699154778540946,0.6112624550834687,-0.21777039160766565,0.5710889209989926,,,,
A,CatBoost,173,6,3,0.4528993322467945,0.6726537718989712,0.8663120806852044,1.6443347106738557,1.8717778627367272,0.880560107079358,-0.101490588230355,0.8241720005390077,,,,
A,CatBoost,173,11,6,2.3344965707414396,1.509858063054059,0.8286705960067628,2.69175094921339,3.663485236520938,0.7360787249906137,0.04433152654833065,0.6910620765573691,,,,
A,CatBoost,176,13,3,4.141467944533178,2.0326851100383503,0.7850311394992335,2.9230205332123993,4.39162623098583,0.666354874180297,-0.13590626960096197,0.615646942483236,,,,
A,CatBoost,177,9,3,1.2806793870088593,1.1206666191459238,0.8923426312604049,2.964063257686904,3.429972533517477,0.873741928237961,0.10597335484480552,0.8322569148663645,,,,
A,CatBoost,183,14,3,2.863438846218736,1.6820096795128798,0.8081840911880519,2.81900043760616,3.8847432397954833,0.7258266744024254,0.21730521459432717,0.6714753963636722,,,,
A,CatBoost,187,9,3,1.2239532235043389,1.0780772149179974,0.8497775902234302,2.1972210717391003,2.777296057069489,0.7963591603516988,0.20198792802337026,0.7507772466403931,,,,
A,CatBoost,190,5,3,0.37056225170775464,0.6030145693096802,0.8905577716982055,1.6572268621909112,1.8199557660981196,0.9122287847396992,0.12851900372299227,0.8658988162366396,,,,
A,FixedRidgeLambda1,133,5,3,0.028295694317409133,0.16091691658088528,0.9950349681214115,2.1820943189732582,2.3079585066769863,0.9469147631544841,0.015680007746095636,0.946115719973935,,,,
A,FixedRidgeLambda1,134,8,3,0.0822809339397962,0.28062661708555253,0.9924167343530458,3.2620899420883074,3.2808577006939736,0.9949206857900655,-0.1199973286846381,0.9920079782541015,,,,
A,FixedRidgeLambda1,135,11,3,0.07949431260173984,0.27983115693136223,0.9917270199695544,3.2086840356445756,3.0711360199873403,1.0450070758149483,0.012412297775739831,1.0419196822673376,,,,
A,FixedRidgeLambda1,143,10,3,0.08917679191858846,0.2920207760448104,0.9834580488729571,2.380546097832319,2.282405859521228,1.0431352888888392,-0.06332195431447897,1.0366316996639064,,,,
A,FixedRidgeLambda1,144,5,3,0.009231007442699333,0.09194492370974706,0.9989795973238912,2.9787370269215843,2.9824283072567113,0.9978165309884893,0.002065180248673333,0.9974368398546393,,,,
A,FixedRidgeLambda1,148,8,3,0.04480390386604951,0.21073692056195614,0.9817746464500902,1.4044886528493634,1.5625572859455534,0.8979445332775007,-0.019598301431042933,0.8946664778159176,,,,
A,FixedRidgeLambda1,150,10,3,0.11399675949697859,0.3342707205148612,0.9788789925960072,2.175379203003064,2.340702461179251,0.9285065140535608,0.0836290932098373,0.9215765226369251,,,,
A,FixedRidgeLambda1,152,7,3,0.07420271327247817,0.2721683183037911,0.9757737991986023,1.8182252097317801,1.7516864971755506,1.0391468428367163,-0.003664716102042234,1.0287327378012185,,,,
A,FixedRidgeLambda1,152,11,3,0.16091696382481638,0.39641212268567044,0.9721656392169531,2.225265729048857,2.371751181952591,0.938082546244134,0.035284293441819235,0.926520904502925,,,,
A,FixedRidgeLambda1,154,9,3,0.08774958155443258,0.29503942923176546,0.9883395437733826,2.6880744284302125,2.7302258413771874,0.9849668681723843,0.10896047959064416,0.9804176149223589,,,,
A,FixedRidgeLambda1,155,13,3,0.11034993156535526,0.32931479116397083,0.9911993395403921,3.606151298676679,3.5116805812926515,1.0250605765074805,-0.053979948884465,1.021238571699342,,,,
A,FixedRidgeLambda1,156,4,3,0.03222531249664833,0.17420393179552895,0.9910034782578588,1.9038790325809893,1.8808845099933489,1.0119001967899517,0.12546877064918566,1.0099028241955674,,,,
A,FixedRidgeLambda1,158,13,3,0.07633571872879644,0.2756718985760072,0.994380726365191,3.833793104655156,3.7278560647995413,1.0281945006804099,0.07589877445025267,1.0260322266816242,,,,
A,FixedRidgeLambda1,158,16,6,0.13735719486420037,0.3641862517497174,0.9904795324403145,3.907711590283055,3.824788320343396,1.0181718658731256,0.05198697222025702,1.0147996402896775,,,,
A,FixedRidgeLambda1,159,7,3,0.06264579817235133,0.23810525578187514,0.9927762030913185,2.9632280129323605,2.869805569293551,1.0316256158494899,0.04989007459092326,1.0288594967804798,,,,
A,FixedRidgeLambda1,159,10,3,0.07953214626229065,0.27439146192058655,0.9909507403355216,2.9484836878161436,2.9451334834107707,1.0019772046142688,-0.13158359269213724,0.9985644914773225,,,,
A,FixedRidgeLambda1,159,11,6,0.06649838612157714,0.2552423411407387,0.996707715311787,4.492391989533618,4.53993185168773,0.9898923501041389,0.03396615676326822,0.9884728540303049,,,,
A,FixedRidgeLambda1,159,12,3,0.08157034861533093,0.27985752694399507,0.9861538820816783,2.4284560622500924,2.4013127839806327,1.0106242196122865,-0.08440754047903842,1.004644775961181,,,,
A,FixedRidgeLambda1,160,8,6,0.05342776474920055,0.22704949064157456,0.9899214766489152,2.7387203121542236,2.788200882429747,0.9790685618245618,0.04994803155749933,0.9747349456003603,,,,
A,FixedRidgeLambda1,161,7,3,0.029885468697986067,0.17146648730161984,0.9778556368787822,1.1485920160653236,1.1734498876884583,0.9785976281242966,0.07138075205454114,0.9709516095648226,,,,
A,FixedRidgeLambda1,161,10,3,0.024649177724957564,0.1523632809040685,0.9982060506840557,3.631570602725784,3.5720540051871903,1.0155688757428942,-0.054395665221041,1.014969558260963,,,,
A,FixedRidgeLambda1,162,9,3,0.0909659156286987,0.2983579572196469,0.9866637777203154,2.525992570964915,2.618927989138421,0.9658822384725975,-0.08062066019195677,0.960687606896026,,,,
A,FixedRidgeLambda1,162,12,3,0.1308902013036899,0.36042155952478017,0.980140352369871,2.577911044598398,2.5873372068485376,0.996587810858775,0.13456852025173627,0.9887983858892767,,,,
A,FixedRidgeLambda1,162,13,3,0.210936470828788,0.4591591686513712,0.9432160377382136,1.9518770253397004,1.9442344503712292,1.005379349831027,-0.15815440316962315,0.9814554161797364,,,,
A,FixedRidgeLambda1,163,8,3,0.1630847081073682,0.39758422102478236,0.9817504567714895,3.281242566464945,2.9625557400671343,1.1069613601964816,0.14932894070595956,1.1049453623284011,,,,
A,FixedRidgeLambda1,163,13,3,0.04074550550117947,0.19671141698948594,0.9951114091873056,2.9400708176744783,2.997949901423141,0.98048850991772,0.0038367175316022678,0.9782833980576379,,,,
A,FixedRidgeLambda1,163,14,3,0.062274606374983166,0.2444774979544788,0.9979758135067872,5.489362216114709,5.542829766320888,0.9908799433561587,-0.04624246796427026,0.9899964427980663,,,,
A,FixedRidgeLambda1,164,9,3,0.10538014742615576,0.3205177111180349,0.9823561199707287,2.5309408181850723,2.45211863550418,1.0320368518832106,-0.0215875894780241,1.0239518037900253,,,,
A,FixedRidgeLambda1,164,10,3,0.12033483879251557,0.3443911495570227,0.9859360233736029,2.796376118720667,2.964538567294628,0.9430270828321322,-0.0141509349526805,0.9379207139787434,,,,
A,FixedRidgeLambda1,164,12,3,0.0894806175765379,0.2982495655604176,0.9900082383899016,3.0234892041916424,3.033821087999956,0.9969706554163967,0.06263378447145766,0.992504054669333,,,,
A,FixedRidgeLambda1,165,12,3,0.09301561346033739,0.30019991715925237,0.9889937473907281,2.9610802952606847,2.880009363962794,1.0280615901784114,0.007995942934766334,1.0229629248879462,,,,
A,FixedRidgeLambda1,165,13,3,0.236275485477872,0.48164507965554265,0.9828296728647478,3.872282996858175,3.8616642181412426,1.0046538454681193,0.08677040713664508,0.9965345952090375,,,,
A,FixedRidgeLambda1,166,10,6,0.05287499365960371,0.2205778828874907,0.9934543362070487,2.8498491963968173,2.8268214567873198,1.0078276400102342,0.05292234216693214,1.0050714956166702,,,,
A,FixedRidgeLambda1,167,12,3,0.080664859418142,0.27719439138047147,0.990433230461632,2.876720889802965,2.926661302370485,0.9834815871573236,-0.0344615146362407,0.9794009335404539,,,,
A,FixedRidgeLambda1,167,14,3,0.1766931798980477,0.4183877733967996,0.9700558303361704,2.441376725872854,2.4151141461663985,1.0099192787477123,-0.023667514653019736,0.9955806291094578,,,,
A,FixedRidgeLambda1,169,10,3,0.030280364426954063,0.17223468424895824,0.9973973050536532,3.439134776175159,3.4696700051553435,0.9913436366863477,-0.03210664269763033,0.9902454826883157,,,,
A,FixedRidgeLambda1,170,7,3,0.04159630750419924,0.20376972413774472,0.990790553820137,2.211141161899587,2.1279132196375063,1.0388423941568903,0.0691472119674529,1.035686265027821,,,,
A,FixedRidgeLambda1,170,15,3,0.1297619374846408,0.3548712693498795,0.9949643192488927,5.094978255319011,5.1699154778540946,0.984967493389085,0.11096585011777826,0.9829114811376748,,,,
A,FixedRidgeLambda1,173,6,3,0.03209664700304007,0.1791436813176963,0.9906524765320078,1.777931782854197,1.8717778627367272,0.948695617846164,-0.0037481152768469666,0.9456910637791562,,,,
A,FixedRidgeLambda1,173,11,6,0.10386693884171011,0.30499909266351344,0.9921092026722834,3.6235849768279986,3.663485236520938,0.9886694244183926,-0.007202868467579,0.9854638693627703,,,,
A,FixedRidgeLambda1,176,13,3,0.14798156184618746,0.3844302535174817,0.9921806465284968,4.512774963362172,4.39162623098583,1.0271993793726983,0.08465449651692165,1.0239805514728555,,,,
A,FixedRidgeLambda1,177,9,3,0.08424846369332423,0.28187325707984695,0.9931205536317395,3.574493070743781,3.429972533517477,1.040614015962477,-0.07703559124166853,1.0384968633106986,,,,
A,FixedRidgeLambda1,183,14,3,0.12219382797558957,0.348634829317713,0.9917873620395571,3.9140911702931107,3.8847432397954833,1.008214651467666,-0.002007727914730034,1.004338128823556,,,,
A,FixedRidgeLambda1,187,9,3,0.07669924447187067,0.27299285734975126,0.9898376212259997,2.8023982021417653,2.777296057069489,1.0073448131527247,0.18091931354835747,1.0048184439688101,,,,
A,FixedRidgeLambda1,190,5,3,0.0379746641624988,0.18720683617265907,0.9891434876399915,1.8557305890052447,1.8199557660981196,1.018662441699714,0.09547378721090279,1.0152970182355328,,,,
A,KNN,133,5,3,1.283139188499293,1.125898953976525,0.7626393217604549,1.5954326974465918,2.3079585066769863,0.6942367251604195,0.017193257545118763,0.6254600208315214,,,,
A,KNN,134,8,3,3.4210316922682904,1.837692894777075,0.685426365739844,2.0893065229009635,3.2808577006939736,0.6379498026640129,-0.143217534856846,0.5575909399415501,,,,
A,KNN,135,11,3,4.016008861258023,1.9832359005711784,0.58557269320851,1.7584444023462744,3.0711360199873403,0.5742555449117809,-0.05537648293295196,0.45901596346198925,,,,
A,KNN,143,10,3,2.0942078620064124,1.4465032944945964,0.5929075326594767,1.379817768849484,2.282405859521228,0.6052122360814295,-0.33664921914875023,0.4988020533778677,,,,
A,KNN,144,5,3,1.6237449529744108,1.2714128117296746,0.8117786903385124,2.387482002131528,2.9824283072567113,0.8006412382273865,0.13276816781935208,0.7279541168016186,,,,
A,KNN,148,8,3,0.9391427980811389,0.967411905396229,0.6093283115368044,1.0365205989351385,1.5625572859455534,0.6650721447111604,-0.04693962081271593,0.5292258872347378,,,,
A,KNN,150,10,3,1.828914903306086,1.3443931323050549,0.6686101078493633,1.5870985955598986,2.340702461179251,0.679402535523494,0.2469085358877832,0.5719995773385848,,,,
A,KNN,152,7,3,0.9354519295345227,0.965270492342747,0.6965156231578998,1.2323125235401118,1.7516864971755506,0.7042418074367519,-0.15943728754950312,0.6013109433064744,,,,
A,KNN,152,11,3,2.8782477520248784,1.6706795339446778,0.5086883625386753,1.2423391010781155,2.371751181952591,0.5331404414305391,-0.08516678102709992,0.40996922496899385,,,,
A,KNN,154,9,3,2.3993919433763407,1.5351240665804964,0.6832195530327797,1.7229767728794299,2.7302258413771874,0.634822446147557,0.18530316717337056,0.5501213537890511,,,,
A,KNN,155,13,3,4.801760652789628,2.17641022122851,0.6131221348276209,2.3305397604095597,3.5116805812926515,0.6679667178876558,-0.26232545640629173,0.5373628985073872,,,,
A,KNN,156,4,3,0.9076098787445529,0.9523059841914402,0.7430415349615894,1.3161669822954962,1.8808845099933489,0.6994860625195005,0.13143885460885404,0.6222868449472442,,,,
A,KNN,158,13,3,4.028050271246575,2.0045908108595882,0.7103902520799678,2.4013464585995425,3.7278560647995413,0.6466891563257167,0.19684005013265682,0.5667740454021718,,,,
A,KNN,158,16,6,5.797086271403809,2.3595472279506624,0.6234806062285521,2.240201001066978,3.824788320343396,0.5910875803641722,0.07293718284047045,0.48840532910886925,,,,
A,KNN,159,7,3,2.417320246740727,1.553674384884672,0.7054635470925309,2.1257045747921466,2.869805569293551,0.7412009905260833,0.3185135754767131,0.6374246979166315,,,,
A,KNN,159,10,3,3.579663850089622,1.8861754850207515,0.5891329110676983,2.004311992137019,2.9451334834107707,0.6858888868076362,-0.08274030905296816,0.5399804765948714,,,,
A,KNN,159,11,6,7.708886094586689,2.7665875639661692,0.6246028522333306,2.527592415452039,4.53993185168773,0.5580659143244907,-0.0601056680335221,0.4722638467798046,,,,
A,KNN,159,12,3,2.642875185678371,1.6246052802701563,0.539406268665553,1.7739613821350015,2.4013127839806327,0.7374828739851701,-0.0026312026094734015,0.5421872723450955,,,,
A,KNN,160,8,6,2.4789790772994693,1.5139260440094793,0.6984424112948163,1.8031461198204717,2.788200882429747,0.6530722669536938,0.13570386053786374,0.56947094320796,,,,
A,KNN,161,7,3,0.5410045402751159,0.735233627553313,0.6046233951994303,0.8349125329330387,1.1734498876884583,0.7111727228023721,0.19627871614403056,0.5728002520269181,,,,
A,KNN,161,10,3,4.069102677887158,2.0028872282129346,0.6856383757947313,2.254835678499268,3.5720540051871903,0.634862977324678,-0.09439933232276963,0.5490736439780148,,,,
A,KNN,162,9,3,2.939712579221954,1.707111847297581,0.5749666442368321,1.4048924789480217,2.618927989138421,0.5380294400358467,-0.22956180689558459,0.44083661240780997,,,,
A,KNN,162,12,3,3.2365509888656745,1.7792659017054149,0.5299065372385907,1.4550209269871044,2.5873372068485376,0.5674974040182194,0.02870532052153248,0.43609906977387797,,,,
A,KNN,162,13,3,1.855917496928947,1.3520573521909853,0.5170869441851126,1.234677429118811,1.9442344503712292,0.6415522389771358,-0.21755125462281968,0.47915485787785905,,,,
A,KNN,163,8,3,1.7170603309487769,1.3003680113486693,0.8026662753435446,2.274108637014026,2.9625557400671343,0.7662002883365316,-0.11946197403484733,0.6972782034187314,,,,
A,KNN,163,13,3,2.7045154198260306,1.6350051176496347,0.7030373060980292,1.9965538474603008,2.997949901423141,0.6686043019306519,0.040329425061531164,0.5791144442634437,,,,
A,KNN,163,14,3,12.977193419378844,3.590532309295291,0.5778215570995034,2.7190267337227643,5.542829766320888,0.4930026236300238,-0.11800795380337538,0.4194148704774961,,,,
A,KNN,164,9,3,1.955437371863365,1.3850209608905404,0.6784806868276686,1.6384009750047046,2.45211863550418,0.6694453263698551,-0.271885834742623,0.5719023111753959,,,,
A,KNN,164,10,3,3.655755871621507,1.8856736016940425,0.5965181948346538,1.692799471000462,2.964538567294628,0.5731797249451681,-0.07584595187203104,0.46468545069252465,,,,
A,KNN,164,12,3,4.075440613650345,2.018420398438316,0.5512096538219121,1.756688007552287,3.033821087999956,0.5773935638378962,-0.37080522666619214,0.45030848692618825,,,,
A,KNN,165,12,3,3.4407623858198817,1.843832506624971,0.5865244784921563,1.791361137334919,2.880009363962794,0.6224538946748153,0.08078239940917116,0.48856603001903554,,,,
A,KNN,165,13,3,6.5080074852231204,2.5179361981585897,0.5735099658339055,2.048896530698377,3.8616642181412426,0.5397693041008889,-0.3119087475945728,0.44236353880574075,,,,
A,KNN,166,10,6,3.013101959698176,1.7329330080673244,0.6199310829672772,1.7233088016355793,2.8268214567873198,0.607773266880211,0.017229784445257162,0.49968476846664167,,,,
A,KNN,167,12,3,4.170507621645265,2.0374972046065047,0.5127830955161091,1.4321107294352349,2.926661302370485,0.48899964347630176,0.23381755261087797,0.38484679559527796,,,,
A,KNN,167,14,3,3.0559526150122855,1.7480972336295302,0.47239016478316426,1.211464883150019,2.4151141461663985,0.4995185600896909,0.024853474129933734,0.3706522677901589,,,,
A,KNN,169,10,3,3.2560184427128385,1.7835694985811845,0.7377859284147799,2.3516059712474777,3.4696700051553435,0.6827177668064272,-0.347863325160785,0.6095205672137464,,,,
A,KNN,170,7,3,1.0242490336753234,1.0117480084488488,0.7700411380112305,1.62074833132998,2.1279132196375063,0.7629287937059098,-0.08995445183339446,0.6778474683507012,,,,
A,KNN,170,15,3,11.466244913763916,3.3738861651066663,0.5728600668916282,2.978073232259259,5.1699154778540946,0.5794064865771602,-0.874583053203061,0.47128154589250415,,,,
A,KNN,173,6,3,0.7296591355723443,0.853230851033314,0.7898542679476339,1.425384729461759,1.8717778627367272,0.7631831473665495,-0.08184947229520556,0.6915853316860092,,,,
A,KNN,173,11,6,5.056951660656115,2.2445619438315134,0.6191801561377055,2.1270477288908842,3.663485236520938,0.5814323718965762,0.26885274442012913,0.4861153460165799,,,,
A,KNN,176,13,3,6.904916429988842,2.6061871541275115,0.6476783364426729,2.6012123870819335,4.39162623098583,0.5945310309156067,-0.007883977697992567,0.5046261046845649,,,,
A,KNN,177,9,3,3.452420803795139,1.8382177888045117,0.7111977705207989,2.6525658207477054,3.429972533517477,0.7932170147899211,0.21090935760203844,0.6856834405113515,,,,
A,KNN,183,14,3,5.635781671733597,2.366584512549072,0.6287861229034001,2.358423071124729,3.8847432397954833,0.607948600400057,0.1000009544602311,0.501156507850798,,,,
A,KNN,187,9,3,2.479285585946997,1.5732337862804162,0.6740853277352991,1.879727285812314,2.777296057069489,0.681255336504977,0.2642831661519604,0.5847973686195146,,,,
A,KNN,190,5,3,0.7077086955676761,0.8387205741613742,0.7842700121864485,1.3857923199417128,1.8199557660981196,0.7622880407957906,0.04018545974011617,0.6853094976361017,,,,
A,LightGBM,133,5,3,0.9701323864082759,0.9729172804028036,0.8216497514886386,2.2257651502327858,2.3079585066769863,0.9747658273983969,0.08533353195179023,0.90199474444732,,,,
A,LightGBM,134,8,3,1.7771002875466726,1.3237712820199625,0.8364141083526045,2.9786891629601655,3.2808577006939736,0.9102101265210457,-0.17117674764694688,0.8353645496116117,,,,
A,LightGBM,135,11,3,2.003794461317828,1.401690106404865,0.7816968312305616,2.9097647835016587,3.0711360199873403,0.9533619728076176,-0.06398404856510444,0.852788221897785,,,,
A,LightGBM,143,10,3,1.1106417068063388,1.0538464134724068,0.7846563961251829,2.2141414164608224,2.282405859521228,0.9708061716949824,-0.2853687326719459,0.8741639633783834,,,,
A,LightGBM,144,5,3,1.2108141674801496,1.0993276482273533,0.8606003841823274,3.030053835289111,2.9824283072567113,1.0160184466702165,0.21467288964791645,0.9513185204118152,,,,
A,LightGBM,148,8,3,0.7400887659851253,0.8599174671812206,0.686779131500205,1.3565585455192661,1.5625572859455534,0.8694829466963924,-0.03779292183354507,0.7266621130161978,,,,
A,LightGBM,150,10,3,0.9828228484821535,0.988967740424044,0.8197383362424743,2.15632013347185,2.340702461179251,0.9205254688251342,0.23071308319656433,0.8402146195224937,,,,
A,LightGBM,152,7,3,0.9191504236396124,0.9526468880255328,0.704901948859091,1.7547432349955436,1.7516864971755506,1.0004298341401323,0.1886565867974869,0.8667179160577602,,,,
A,LightGBM,152,11,3,1.5434786700198557,1.2185702745624765,0.7397456965124575,2.023146736746701,2.371751181952591,0.8633158807826984,0.18418778926793022,0.7511379890983653,,,,
A,LightGBM,154,9,3,1.3269673780800046,1.1430239220398823,0.8236885354739861,2.5366867171375245,2.7302258413771874,0.9283232166124136,0.24917538518369411,0.8475229591017568,,,,
A,LightGBM,155,13,3,3.161348594161978,1.7653072339486766,0.7460842486267095,3.2058185093494913,3.5116805812926515,0.9228979579872784,-0.07186216442797426,0.8019181822606732,,,,
A,LightGBM,156,4,3,0.8029159185953706,0.895047298308588,0.7735370629112053,1.820787125692991,1.8808845099933489,0.9671122407580768,0.1488987360369556,0.859483380027276,,,,
A,LightGBM,158,13,3,2.06240344573926,1.4246550216421465,0.8544791900715013,3.2674754189495587,3.7278560647995413,0.8790008354030211,0.027818740144360365,0.8161009808145024,,,,
A,LightGBM,158,16,6,2.949415069697307,1.6953916874080923,0.8026604913537927,2.9727136338366287,3.824788320343396,0.776865653129217,0.1630031711343452,0.7055539314181023,,,,
A,LightGBM,159,7,3,1.6654839105694215,1.2887405130192506,0.7948707743543255,2.6618577636554948,2.869805569293551,0.9314242739312789,-0.18347774037886397,0.8384229855609905,,,,
A,LightGBM,159,10,3,2.7792371902129207,1.6634140249352312,0.6808726406390374,2.515844514865877,2.9451334834107707,0.8530290192592721,-0.4324744739126771,0.719087295482249,,,,
A,LightGBM,159,11,6,3.979969924660819,1.968251314748514,0.8117019415467676,3.6667405395388495,4.53993185168773,0.8117402672916186,0.15263904368760542,0.7380362402752811,,,,
